accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	A1DTC3	0.5051	1	0.137	280	232	0.0	331	600	17	296	0.1052	29	unreviewed	A1DTC3_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	422..602	98.9	66.3	44.78	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.9779842601822797	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A1DTC3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_A1DTC3_aligned.pse	37.733799	2172
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	E7E3Z1	0.5051	1	0.113	453	366	0.0	150	602	22	435	0.2461	17	unreviewed	E7E3Z1_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				150.0..602.0	453	603	422..602	100.0	39.96	75.12	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	22.0..435.0	414	701							1.16252073	414.0	0.686567164	0.16252072968490872	0.6088883862971974	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/E7E3Z1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_E7E3Z1_aligned.pse		
WP_014428003.1	Zorya	Zorya_TypeI	Rubrivivax gelatinosus	GCF_000284255_NC_017075_Zorya_TypeI_3	GCF_000284255.1_NC_017075_01791	GCF_000284255.1_NC_017075_01794	1	202	I0HQ53	D9SF39	A0A5A9NNW5	B2RTX8	0.5583	1	0.116	362	307	0.0	635	996	29	376	0.3957	12	unreviewed	B2RTX8_HUMAN	Wings apart-like protein homolog (WAPL cohesin release factor)	WAPAL	Homo sapiens (Human)			WAPAL									1.25.10.10:FF:000085; Wings apart-like protein homolog; 1.;	1.25.10.10; Leucine-rich Repeat Variant; 1.;	"IPR011989; ARM-like.;""IPR016024; ARM-type_fold."";""IPR039874; WAPL."";""IPR022771; WAPL_C."";""IPR012502; WAPL_dom."";"	"PTHR22100; WINGS APART-LIKE PROTEIN HOMOLOG; 1.;""PTHR22100:SF13; WINGS APART-LIKE PROTEIN HOMOLOG; 1."";"	PF07814; WAPL; 1.;	PS51271; WAPL; 1.;		"NP_001305257.1; NM_001318328.1.;""NP_055860.1; NM_015045.3."";"	635.0..996.0	362	1184	620..1163	66.54	100.0	30.57	['WAPL']	['ECO:0000259|PROSITE:PS51271']	29.0..376.0	348	565	39..462	79.72	97.13	61.59	['Zorya protein ZorC EH']	['ECO:0000259|Pfam:PF15611']	0.477195946	348.0	0.615929204	0.5228040540540541	0.4026339497339722	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/I0HQ53_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B2RTX8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/I0HQ53_B2RTX8_aligned.pse	22.376595	2004
WP_011718530.1	Zorya	Zorya_TypeI	Shewanella sp. ANA-3	GCF_000203935_NC_008577_Zorya_TypeI_2	GCF_000203935.1_NC_008577_03951	GCF_000203935.1_NC_008577_03954	1	202	A0L1T7	A0A101WRB2	A0A7Y2U7D2	B7Z8C1	0.01658	3	0.113	219	184	0.0	63	281	824	1031	0.002288	63	unreviewed	B7Z8C1_HUMAN	ATP-dependent DNA helicase (EC 5.6.2.4)		Homo sapiens (Human)						DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	nucleus [GO:0005634]	nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0016887; GO:0043138; GO:0046872	cd18794; SF2_C_RecQ; 1.;	"1.10.10.10:FF:000310; Bloom syndrome RecQ-like helicase; 1.;""1.10.150.80:FF:000003; Bloom syndrome RecQ-like helicase; 1."";""3.40.50.300:FF:000340; Bloom syndrome, RecQ helicase; 1."";"	"1.10.150.80; HRDC domain; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";""1.10.10.10; Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain; 1."";"	"IPR004589; DNA_helicase_ATP-dep_RecQ.;""IPR001650; Helicase_C-like."";""IPR010997; HRDC-like_sf."";""IPR002121; HRDC_dom."";""IPR044876; HRDC_dom_sf."";""IPR027417; P-loop_NTPase."";""IPR032284; RecQ_Zn-bd."";""IPR018982; RQC_domain."";""IPR036388; WH-like_DNA-bd_sf."";""IPR036390; WH_DNA-bd_sf."";"	"PTHR13710; DNA HELICASE RECQ FAMILY MEMBER; 1.;""PTHR13710:SF153; RECQ-LIKE DNA HELICASE BLM; 1."";"	"PF00271; Helicase_C; 1.;""PF00570; HRDC; 1."";""PF16124; RecQ_Zn_bind; 1."";""PF09382; RQC; 1."";"	"PS51194; HELICASE_CTER; 1.;""PS50967; HRDC; 1."";"	"SM00490; HELICc; 1.;""SM00341; HRDC; 1."";""SM00956; RQC; 1."";"		63.0..281.0	219	519	64..211	100.0	67.58	42.2	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	824.0..1031.0	208	1148	822..985	98.78	77.88	18.12	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.21194605	208.0	0.400770713	1.2119460500963393	2.640543979879013	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0L1T7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B7Z8C1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0L1T7_B7Z8C1_aligned.pse	3.548447	641
WP_142817048.1	Zorya	Zorya_TypeI	Rhodoferax sediminis	GCF_006970865_NZ_CP035503_Zorya_TypeI_3	GCF_006970865.1_NZ_CP035503_00109	GCF_006970865.1_NZ_CP035503_00112	1	202	A0A515D6D4	A0A7S4UXI5	A0A2X0MI13	Q5T1W1	4.603e-6	1	0.141	146	107	0.0	69	194	925	1070	0.00002232	121	unreviewed	Q5T1W1_HUMAN	DEAD-box helicase 59	DDX59	Homo sapiens (Human)			DDX59		UP000005640: Chromosome 1		membrane [GO:0016020]	membrane [GO:0016020]; helicase activity [GO:0004386]; nucleotide binding [GO:0000166]	helicase activity [GO:0004386]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004386; GO:0016020	cd18787; SF2_C_DEAD; 1.;		3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR014001; Helicase_ATP-bd.;""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	PF00271; Helicase_C; 1.;	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	SM00490; HELICc; 1.;		69.0..194.0	126	205	54..205	82.89	100.0	61.46	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	925.0..1070.0	146	1094	923..1086	89.02	100.0	13.35	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	5.336585366	126.0	0.614634146	4.336585365853659	4.651305809734458	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A515D6D4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q5T1W1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A515D6D4_Q5T1W1_aligned.pse	3.132221	603
WP_146960885.1	Zorya	Zorya_TypeI	Microvenator marinus	GCF_007993755_NZ_CP042467_Zorya_TypeI_1	GCF_007993755.1_NZ_CP042467_02927	GCF_007993755.1_NZ_CP042467_02930	1	202	A0A5B8XS11	A0A378PYL0	G3AXE3	Q9UNK0	0.8938	1	0.189	205	160	0.0	11	215	147	344	3.907	2	reviewed	STX8_HUMAN	Syntaxin-8	STX8	Homo sapiens (Human)			STX8		UP000005640: Chromosome 17	cellular response to type II interferon [GO:0071346]; early endosome to late endosome transport [GO:0045022]; intracellular protein transport [GO:0006886]; regulation of protein localization to plasma membrane [GO:1903076]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	early endosome [GO:0005769]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; late endosome [GO:0005770]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; vesicle [GO:0031982]	early endosome [GO:0005769]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; late endosome [GO:0005770]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; vesicle [GO:0031982]; chloride channel inhibitor activity [GO:0019869]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; ubiquitin protein ligase binding [GO:0031625]; cellular response to type II interferon [GO:0071346]; early endosome to late endosome transport [GO:0045022]; intracellular protein transport [GO:0006886]; regulation of protein localization to plasma membrane [GO:1903076]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	chloride channel inhibitor activity [GO:0019869]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; ubiquitin protein ligase binding [GO:0031625]	GO:0000149; GO:0005484; GO:0005768; GO:0005769; GO:0005770; GO:0005783; GO:0005802; GO:0005886; GO:0006886; GO:0006906; GO:0012505; GO:0019869; GO:0019905; GO:0031201; GO:0031625; GO:0031982; GO:0045022; GO:0045335; GO:0048278; GO:0048471; GO:0055037; GO:0071346; GO:1903076	cd15852; SNARE_Syntaxin8; 1.;	1.20.5.110:FF:000036; Putative Syntaxin-8; 1.;	1.20.5.110; -; 1.;	"IPR045242; Syntaxin.;""IPR041875; Syntaxin-8_SNARE."";""IPR000727; T_SNARE_dom."";"	"PTHR19957; SYNTAXIN; 1.;""PTHR19957:SF124; SYNTAXIN-8; 1."";"	PF05739; SNARE; 1.;	PS50192; T_SNARE; 1.;	SM00397; t_SNARE; 1.;	"NP_004844.1; NM_004853.3.;""XP_054173811.1; XM_054317836.1."";"	11.0..215.0	205	236	145..207	100.0	30.73	86.86	['t-SNARE coiled-coil homology']	['ECO:0000255|PROSITE-ProRule:PRU00202']	147.0..344.0	198	400							1.694915254	198.0	0.838983051	0.6949152542372881	-0.5918434112247845	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5B8XS11_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9UNK0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5B8XS11_Q9UNK0_aligned.pse	54.188816	1189
WP_154799113.1	Zorya	Zorya_TypeI	Cellulosimicrobium protaetiae	GCF_009708005_NZ_CP052757_Zorya_TypeI_1	GCF_009708005.2_NZ_CP052757_03123	GCF_009708005.2_NZ_CP052757_03126	1	202	A0A6M5UFL4	A0A348PM86	A0A480TPY3	G3V1A9	0.7924	1	0.123	364	280	0.0	522	885	6	325	0.1411	29	unreviewed	G3V1A9_HUMAN	Condensin-2 complex subunit D3	NCAPD3 hCAP-D3 hCG_37608	Homo sapiens (Human)		hCG_37608	NCAPD3	hCAP-D3	UP000005640: Chromosome 11	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]	condensed chromosome, centromeric region [GO:0000779]; condensin complex [GO:0000796]; nucleus [GO:0005634]	condensed chromosome, centromeric region [GO:0000779]; condensin complex [GO:0000796]; nucleus [GO:0005634]; cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]		GO:0000779; GO:0000796; GO:0005634; GO:0007076; GO:0051301		"1.25.10.10:FF:000319; Condensin-2 complex subunit D3; 1.;""1.25.10.10:FF:000345; Condensin-2 complex subunit D3; 1."";""1.25.10.10:FF:001184; Condensin-2 complex subunit D3; 1."";"	1.25.10.10; Leucine-rich Repeat Variant; 3.;	"IPR011989; ARM-like.;""IPR016024; ARM-type_fold."";""IPR026971; CND1/NCAPD3."";""IPR032682; Cnd1_C."";""IPR012371; NCAPD3."";"	"PTHR14222; CONDENSIN; 1.;""PTHR14222:SF1; CONDENSIN-2 COMPLEX SUBUNIT D3; 1."";"	PF12717; Cnd1; 1.;				522.0..885.0	364	1084							6.0..325.0	320	505	26..470	67.42	93.75	63.37	['Zorya protein ZorC EH']	['ECO:0000259|Pfam:PF15611']	0.465867159	320.0	0.633663366	0.5341328413284132	0.850472986245652	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A6M5UFL4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/G3V1A9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A6M5UFL4_G3V1A9_aligned.pse	21.1192	2364
WP_152501541.1	Zorya	Zorya_TypeI	Labrenzia sp. THAF82	GCF_009363435_NZ_CP045354_Zorya_TypeI_2	GCF_009363435.1_NZ_CP045354_03053	GCF_009363435.1_NZ_CP045354_03056	1	202	A0A5P9D109	A0A101WRB2	A0A3M1R9I1	J3QLN6	0.002504	1	0.147	128	92	0.0	43	151	561	688	0.02302	48	unreviewed	J3QLN6_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	EIF4A1	Homo sapiens (Human)			EIF4A1		UP000005640: Chromosome 17			ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0016787			3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	PTHR24031; RNA HELICASE; 1.;	PF00270; DEAD; 1.;	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51195; Q_MOTIF; 1."";"	SM00487; DEXDc; 1.;		43.0..151.0	109	163	27..163	79.56	100.0	66.87	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	561.0..688.0	128	1165	545..732	68.09	100.0	10.99	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	7.147239264	109.0	0.668711656	6.147239263803681	1.637894680706227	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5P9D109_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/J3QLN6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5P9D109_J3QLN6_aligned.pse	12.768147	557
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	Q8HG21	0.5051	1	0.159	257	179	0.0	346	602	35	248	0.7517	14	unreviewed	Q8HG21_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)		Homo sapiens (Human)						ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..602.0	257	603	422..602	100.0	70.43	42.62	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	35.0..248.0	214	643							1.066334992	214.0	0.354892206	0.06633499170812596	0.12395544975390485	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8HG21_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_Q8HG21_aligned.pse	89.456772	2949
WP_015326780.1	Zorya	Zorya_TypeI	Halobacteroides halobius	GCF_000328625_NC_019978_Zorya_TypeI_2	GCF_000328625.1_NC_019978_01096	GCF_000328625.1_NC_019978_01099	1	202	L0K926	A0A2D9ZZN8	B3RZ88	Q9P296	0.03944	1	0.091	281	234	0.0	56	336	4	261	0.2885	17	reviewed	C5AR2_HUMAN	C5a anaphylatoxin chemotactic receptor 2 (Complement component 5a receptor 2) (G-protein coupled receptor 77)	C5AR2 C5L2 GPR77	Homo sapiens (Human)			C5AR2	C5L2 GPR77	UP000005640: Chromosome 19	chemotaxis [GO:0006935]; complement receptor mediated signaling pathway [GO:0002430]; inflammatory response [GO:0006954]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of neutrophil chemotaxis [GO:0090024]; negative regulation of tumor necrosis factor production [GO:0032720]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of interleukin-8 production [GO:0032677]	apical part of cell [GO:0045177]; basal plasma membrane [GO:0009925]; plasma membrane [GO:0005886]	apical part of cell [GO:0045177]; basal plasma membrane [GO:0009925]; plasma membrane [GO:0005886]; complement component C5a receptor activity [GO:0004878]; G protein-coupled receptor activity [GO:0004930]; chemotaxis [GO:0006935]; complement receptor mediated signaling pathway [GO:0002430]; inflammatory response [GO:0006954]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of neutrophil chemotaxis [GO:0090024]; negative regulation of tumor necrosis factor production [GO:0032720]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of interleukin-8 production [GO:0032677]	complement component C5a receptor activity [GO:0004878]; G protein-coupled receptor activity [GO:0004930]	GO:0002430; GO:0004878; GO:0004930; GO:0005886; GO:0006935; GO:0006954; GO:0007200; GO:0007204; GO:0009925; GO:0032677; GO:0032715; GO:0032720; GO:0045177; GO:0090024	cd15114; 7tmA_C5aR; 1.;	1.20.1070.10:FF:000296; C5a anaphylatoxin chemotactic receptor 2; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR002234; Anphylx_rcpt_C3a/C5a1-2.;""IPR000826; Formyl_rcpt-rel."";""IPR000276; GPCR_Rhodpsn."";""IPR017452; GPCR_Rhodpsn_7TM."";"	"PTHR24225:SF1; C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 2; 1.;""PTHR24225; CHEMOTACTIC RECEPTOR; 1."";"	PF00001; 7tm_1; 1.;	PS50262; G_PROTEIN_RECEP_F1_2; 1.;		"NP_001258678.1; NM_001271749.2.;""NP_001258679.1; NM_001271750.2."";""NP_060955.1; NM_018485.3."";""XP_011525038.1; XM_011526736.2."";"	56.0..336.0	281	337							4.0..261.0	258	652	144..226	100.0	32.17	39.57	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	1.934718101	258.0	0.765578635	0.9347181008902077	0.5398541825082498	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/L0K926_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9P296_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/L0K926_Q9P296_aligned.pse	54.433411	1554
