accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_013032087.1	Zorya	Zorya_TypeII	Nitrosococcus halophilus	GCF_000024725_NC_013960_Zorya_TypeII_2	GCF_000024725.1_NC_013960_01011	GCF_000024725.1_NC_013960_01013	1	202	D5BYY2	A0A1T4LJB9	W7QDG2	A0A343H496	0.5051	1	0.139	244	178	0.0	356	599	12	219	0.2026	26	unreviewed	A0A343H496_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				356.0..599.0	244	603	422..602	98.34	72.95	40.46	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	12.0..219.0	208	606							1.004975124	208.0	0.344941957	0.004975124378109541	0.6933605589757383	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5BYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A343H496_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5BYY2_A0A343H496_aligned.pse	67.0401	2726
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	V5JLM6	0.5051	1	0.156	232	152	0.0	346	577	35	215	0.7214	14	unreviewed	V5JLM6_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..577.0	232	603	134..419	25.87	31.9	38.47	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	35.0..215.0	181	643							1.066334992	181.0	0.300165837	0.06633499170812596	0.14182386201765565	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/V5JLM6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_V5JLM6_aligned.pse	84.928841	2824
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	A6Z638	0.5051	1	0.101	414	323	0.0	243	602	22	435	0.4097	17	unreviewed	A6Z638_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				243.0..602.0	360	603	134..419	61.89	49.17	59.7	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	22.0..435.0	414	701							1.16252073	360.0	0.597014925	0.16252072968490872	0.38753403604685766	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A6Z638_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_A6Z638_aligned.pse	66.021408	2984
WP_104937296.1	Zorya	Zorya_TypeI	Desulfobulbus oralis	GCF_002952055_NZ_CP021255_Zorya_TypeI_1	GCF_002952055.1_NZ_CP021255_02425	GCF_002952055.1_NZ_CP021255_02428	1	202	A0A2L1GQY2	A0A2D9ZZN8	B3RZ88	Q5KU17	0.03944	1	0.091	249	171	0.0	73	321	36	224	1.672	9	unreviewed	Q5KU17_HUMAN	Cysteinyl leukotriene receptor 2 (G-protein coupled receptor protein)	KPG_011 CYSLTR2 hCG_1647464	Homo sapiens (Human)		hCG_1647464	KPG_011	CYSLTR2			plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; leukotriene receptor activity [GO:0004974]	leukotriene receptor activity [GO:0004974]	GO:0004974; GO:0005886	cd15157; 7tmA_CysLTR2; 1.;	1.20.1070.10:FF:000017; lysophosphatidic acid receptor 4; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR013311; CLT2_recept.;""IPR004071; Cyst_leuk_rcpt."";""IPR000276; GPCR_Rhodpsn."";""IPR017452; GPCR_Rhodpsn_7TM."";"	"PTHR24231:SF48; G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN; 1.;""PTHR24231; PURINOCEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR; 1."";"	PF00001; 7tm_1; 1.;	PS50262; G_PROTEIN_RECEP_F1_2; 1.;		"NP_001295394.1; NM_001308465.2.;""NP_001295396.1; NM_001308467.2."";""NP_001295397.1; NM_001308468.2."";""NP_001295398.1; NM_001308469.2."";""NP_001295399.1; NM_001308470.2."";""NP_001295400.1; NM_001308471.2."";""NP_001295405.1; NM_001308476.2."";""NP_065110.1; NM_020377.4."";"	73.0..321.0	249	346	55..305	92.83	93.57	71.97	['G-protein coupled receptors family 1 profile']	['ECO:0000259|PROSITE:PS50262']	36.0..224.0	189	632							1.826589595	189.0	0.546242775	0.8265895953757225	-0.22323627310299757	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2L1GQY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q5KU17_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2L1GQY2_Q5KU17_aligned.pse	56.545601	1369
WP_102524772.1	Zorya	Zorya_TypeI	Vibrio tapetis	GCF_900233005_NZ_LT960612_Zorya_TypeI_1	GCF_900233005.1_NZ_LT960612_00830	GCF_900233005.1_NZ_LT960612_00833	1	202	A0A2N8ZKW3	A0A101WRB2	A0A6A3CZD7	J3QL43	0.0009236	1	0.115	278	181	0.0	1	206	415	692	0.02244	33	unreviewed	J3QL43_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	EIF4A1	Homo sapiens (Human)			EIF4A1		UP000005640: Chromosome 17			ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0016787	cd18046; DEADc_EIF4AII_EIF4AI_DDX2; 1.;	3.40.50.300:FF:000089; Eukaryotic initiation factor 4A-II; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR044728; EIF4A_DEADc."";""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	PTHR24031; RNA HELICASE; 1.;	PF00270; DEAD; 1.;	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51195; Q_MOTIF; 1."";"	SM00487; DEXDc; 1.;		1.0..206.0	206	271	32..60	100.0	14.08	76.01	['DEAD-box RNA helicase Q']	['ECO:0000259|PROSITE:PS51195']	415.0..692.0	278	1152	483..681	100.0	71.58	24.13	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	4.250922509	206.0	0.760147601	3.2509225092250924	1.648977147415876	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2N8ZKW3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/J3QL43_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2N8ZKW3_J3QL43_aligned.pse	7.393097	799
WP_106742390.1	Zorya	Zorya_TypeI	Pseudomonas mendocina	GCF_003008615_NZ_CP027657_Zorya_TypeI_3	GCF_003008615.1_NZ_CP027657_05220	GCF_003008615.1_NZ_CP027657_05223	1	202	A0A2R3QWG6	A0A439P8U5	A0A3B4WXC5	Q96HX0	0.9794	1	0.082	137	100	0.0	57	166	115	251	0.7516	9	unreviewed	Q96HX0_HUMAN	TUBB2C protein	TUBB2C	Homo sapiens (Human)			TUBB2C			microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0045171; GO:0072686	cd02187; beta_tubulin; 1.;	"1.10.287.600:FF:000006; Tubulin beta chain; 1.;""3.30.1330.20:FF:000002; Tubulin beta chain; 1."";"	"1.10.287.600; Helix hairpin bin; 1.;""3.30.1330.20; Tubulin/FtsZ, C-terminal domain; 1."";""3.40.50.1440; Tubulin/FtsZ, GTPase domain; 1."";"	"IPR002453; Beta_tubulin.;""IPR008280; Tub_FtsZ_C."";""IPR000217; Tubulin."";""IPR037103; Tubulin/FtsZ-like_C."";""IPR018316; Tubulin/FtsZ_2-layer-sand-dom."";""IPR036525; Tubulin/FtsZ_GTPase_sf."";""IPR023123; Tubulin_C."";"	PTHR11588; TUBULIN; 1.;	PF03953; Tubulin_C; 1.;		SM00865; Tubulin_C; 1.;		57.0..166.0	110	227	28..165	78.99	99.09	48.46	['Tubulin/FtsZ 2-layer sandwich']	['ECO:0000259|SMART:SM00865']	115.0..251.0	137	254	94..236	85.31	89.05	53.94	['OmpA-like']	['ECO:0000259|PROSITE:PS51123']	1.118942731	110.0	0.484581498	0.11894273127753308	0.12401322857151197	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2R3QWG6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q96HX0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2R3QWG6_Q96HX0_aligned.pse	28.281813	519
WP_015326783.1	Zorya	Zorya_TypeI	Halobacteroides halobius	GCF_000328625_NC_019978_Zorya_TypeI_2	GCF_000328625.1_NC_019978_01096	GCF_000328625.1_NC_019978_01099	1	202	L0KAC5	A0A101WRB2	A0A813LL98	Q96NL0	5.523e-7	1	0.112	100	79	0.0	112	201	794	893	2.528	5	reviewed	RUN3B_HUMAN	RUN domain-containing protein 3B (Rap2-binding protein 9) (Rap2-interacting protein 9) (RPIP-9)	RUNDC3B RPIB9 RPIP9	Homo sapiens (Human)			RUNDC3B	RPIB9 RPIP9	UP000005640: Chromosome 7						cd17700; RUN_RUNDC3B; 1.;		1.20.58.900; -; 1.;	"IPR004012; Run_dom.;""IPR037213; Run_dom_sf."";""IPR047339; RUN_RUNDC3B."";""IPR047340; RUNDC3A_B."";"	"PTHR46251; RUN DOMAIN-CONTAINING 3 PROTEIN RUNDC3; 1.;""PTHR46251:SF1; RUN DOMAIN-CONTAINING PROTEIN 3B; 1."";"	PF02759; RUN; 1.;	PS50826; RUN; 1.;	SM00593; RUN; 1.;	"NP_001127877.1; NM_001134405.2. [Q96NL0-5];""NP_001127878.1; NM_001134406.2. [Q96NL0-4]"";""NP_612147.1; NM_138290.3. [Q96NL0-1]"";"	112.0..201.0	90	473	57..206	60.0	100.0	19.03	['RUN']	['ECO:0000255|PROSITE-ProRule:PRU00178']	794.0..893.0	100	1172	826..986	42.24	68.0	8.53	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.477801268	90.0	0.190274841	1.477801268498943	-0.40277706961034737	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/L0KAC5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q96NL0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/L0KAC5_Q96NL0_aligned.pse	20.810446	478
WP_013838039.1	Zorya	Zorya_TypeI	Isoptericola variabilis	GCF_000215105_NC_015588_Zorya_TypeI_1	GCF_000215105.1_NC_015588_00878	GCF_000215105.1_NC_015588_00881	1	202	F6FPD4	A0A355UP19	A0A0B1TLZ2	Q53S76	0.3344	3	0.052	54	37	0.0	34	87	102	141	1.249	6	unreviewed	Q53S76_HUMAN	Uncharacterized protein LRP1B	LRP1B	Homo sapiens (Human)			LRP1B			endocytosis [GO:0006897]	membrane [GO:0016020]	membrane [GO:0016020]; calcium ion binding [GO:0005509]; endocytosis [GO:0006897]	calcium ion binding [GO:0005509]	GO:0005509; GO:0006897; GO:0016020	cd00112; LDLa; 12.;	"4.10.400.10:FF:000007; Low density lipoprotein receptor-related protein 1; 1.;""4.10.400.10:FF:000008; Low density lipoprotein receptor-related protein 1; 1."";""2.10.25.10:FF:000009; Low-density lipoprotein receptor isoform 1; 1."";""4.10.400.10:FF:000024; Low-density lipoprotein RecePtor related; 1."";""4.10.400.10:FF:000012; Low-density lipoprotein receptor-related protein 1; 1."";""4.10.400.10:FF:000061; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000070; low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000080; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000101; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000107; low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000110; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000123; low-density lipoprotein receptor-related protein 1B; 1."";""2.120.10.30:FF:000241; Low-density lipoprotein receptor-related protein 6; 1."";""2.120.10.30:FF:000020; Prolow-density lipoprotein receptor-related protein 1; 1."";""4.10.400.10:FF:000065; Transmembrane protease serine 7; 1."";"	"2.10.25.10; Laminin; 2.;""4.10.400.10; Low-density Lipoprotein Receptor; 12."";""2.120.10.30; TolB, C-terminal domain; 2."";"	"IPR011042; 6-blade_b-propeller_TolB-like.;""IPR001881; EGF-like_Ca-bd_dom."";""IPR000742; EGF-like_dom."";""IPR000152; EGF-type_Asp/Asn_hydroxyl_site."";""IPR018097; EGF_Ca-bd_CS."";""IPR009030; Growth_fac_rcpt_cys_sf."";""IPR036055; LDL_receptor-like_sf."";""IPR051221; LDLR-related."";""IPR023415; LDLR_class-A_CS."";""IPR000033; LDLR_classB_rpt."";""IPR002172; LDrepeatLR_classA_rpt."";"	"PTHR22722; LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 2-RELATED; 1.;""PTHR22722:SF14; MEGALIN, ISOFORM A; 1."";"	"PF14670; FXa_inhibition; 1.;""PF00057; Ldl_recept_a; 11."";""PF00058; Ldl_recept_b; 2."";"	"PS00010; ASX_HYDROXYL; 1.;""PS00022; EGF_1; 1."";""PS01186; EGF_2; 1."";""PS50026; EGF_3; 1."";""PS01187; EGF_CA; 1."";""PS01209; LDLRA_1; 4."";""PS50068; LDLRA_2; 12."";""PS51120; LDLRB; 2."";"	"SM00181; EGF; 8.;""SM00179; EGF_CA; 2."";""SM00192; LDLa; 12."";""SM00135; LY; 5."";"		34.0..87.0	54	1126							102.0..141.0	40	1005							0.892539964	40.0	0.039800995	0.10746003552397865	-0.09656243837413554	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F6FPD4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q53S76_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/F6FPD4_Q53S76_aligned.pse	3.128924	152
WP_015326780.1	Zorya	Zorya_TypeI	Halobacteroides halobius	GCF_000328625_NC_019978_Zorya_TypeI_2	GCF_000328625.1_NC_019978_01096	GCF_000328625.1_NC_019978_01099	1	202	L0K926	A0A2D9ZZN8	B3RZ88	A0A0K0PW26	0.03944	1	0.098	305	203	0.0	103	328	4	308	0.8764	10	unreviewed	A0A0K0PW26_HUMAN	G-protein coupled receptor	FFAR3	Homo sapiens (Human)			FFAR3				plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886	cd15170; 7tmA_FFAR2_FFAR3; 1.;	1.20.1070.10:FF:000173; Free fatty acid receptor 1; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";""IPR013312; GPR40-rel_orph."";"	"PTHR45822; FREE FATTY ACID RECEPTOR 2-RELATED; 1.;""PTHR45822:SF6; FREE FATTY ACID RECEPTOR 3-RELATED; 1."";"	PF00001; 7tm_1; 1.;	"PS00237; G_PROTEIN_RECEP_F1_1; 1.;""PS50262; G_PROTEIN_RECEP_F1_2; 1."";"			103.0..328.0	226	346	31..276	70.73	76.99	65.32	['G-protein coupled receptors family 1 profile']	['ECO:0000259|PROSITE:PS50262']	4.0..308.0	305	652	144..226	100.0	27.21	46.78	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	1.884393064	226.0	0.653179191	0.8843930635838151	0.057297631111332306	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/L0K926_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0K0PW26_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/L0K926_A0A0K0PW26_aligned.pse	52.606739	1592
WP_024941360.1	Zorya	Zorya_TypeI	Aeromonas allosaccharophila	GCF_016026615_NZ_CP065745_Zorya_TypeI_1	GCF_016026615.1_NZ_CP065745_01535	GCF_016026615.1_NZ_CP065745_01538	1	202	A0A7T2UP84	A0A2D9ZZN8	B3RZ88	Q969V1	0.03944	2	0.1	240	210	0.0	105	338	23	262	0.4278	13	reviewed	MCHR2_HUMAN	Melanin-concentrating hormone receptor 2 (MCH receptor 2) (MCH-R2) (MCHR-2) (G-protein coupled receptor 145) (GPRv17) (MCH-2R) (MCH2) (MCH2R)	MCHR2 GPR145 SLT	Homo sapiens (Human)			MCHR2	GPR145 SLT	UP000005640: Chromosome 6	neuropeptide signaling pathway [GO:0007218]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; G protein-coupled peptide receptor activity [GO:0008528]; neuropeptide signaling pathway [GO:0007218]	G protein-coupled peptide receptor activity [GO:0008528]	GO:0005886; GO:0007218; GO:0008528	cd15339; 7tmA_MCHR2; 1.;	1.20.1070.10:FF:000218; melanin-concentrating hormone receptor 2; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";""IPR008361; MCH_rcpt."";""IPR008362; MCHR2."";"	"PTHR24229:SF88; MELANIN-CONCENTRATING HORMONE RECEPTOR 2-RELATED; 1.;""PTHR24229; NEUROPEPTIDES RECEPTOR; 1."";"	PF00001; 7tm_1; 1.;	"PS00237; G_PROTEIN_RECEP_F1_1; 1.;""PS50262; G_PROTEIN_RECEP_F1_2; 1."";"		"NP_001035269.1; NM_001040179.2.;""NP_115892.2; NM_032503.3."";""XP_024302339.1; XM_024446571.2."";""XP_054212535.1; XM_054356560.1."";"	105.0..338.0	234	340							23.0..262.0	240	835							2.455882353	234.0	0.688235294	1.4558823529411766	0.3687592197644908	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7T2UP84_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q969V1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7T2UP84_Q969V1_aligned.pse	49.674278	1797
WP_100026124.1	Zorya	Zorya_TypeI	Fusobacterium pseudoperiodonticum	GCF_002763875_NZ_CP024704_Zorya_TypeI_1	GCF_002763875.1_NZ_CP024704_00838	GCF_002763875.1_NZ_CP024704_00841	1	202	A0A2D3PQH6	A0A101WRB2	A0A2X1YG14	F8WDT8	0.8711	1	0.122	175	132	0.0	15	165	751	925	0.0008406	52	unreviewed	F8WDT8_HUMAN	RNA helicase (EC 3.6.4.13)	DDX56	Homo sapiens (Human)			DDX56		UP000005640: Chromosome 7			ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787	cd17961; DEADc_DDX56; 1.;	3.40.50.300:FF:000939; Probable ATP-dependent RNA helicase DDX56; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR050079; DEAD_box_RNA_helicase."";""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	"PTHR47959; ATP-DEPENDENT RNA HELICASE RHLE-RELATED; 1.;""PTHR47959:SF21; DEAD-BOX HELICASE 56; 1."";"	PF00270; DEAD; 1.;	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51195; Q_MOTIF; 1."";"	SM00487; DEXDc; 1.;		15.0..165.0	151	185	7..35	72.41	13.91	81.62	['DEAD-box RNA helicase Q']	['ECO:0000259|PROSITE:PS51195']	751.0..925.0	175	1162	806..969	73.17	68.57	15.06	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	6.281081081	151.0	0.816216216	5.281081081081081	3.0754106143305813	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3PQH6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F8WDT8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3PQH6_F8WDT8_aligned.pse	2.877286	649
