entryID	repID	eValue
A0A2B4SY69	A0A058Z8T8	50429
A0A2H9SQX0	A0A058Z8T8	2052048
A0A482X8L8	A0A058Z8T8	195883
A0A4Q4U890	A0A058Z8T8	2211647
A0A7S7LGY3	A0A058Z8T8	5807
A0A811L0L1	A0A058Z8T8	465554
A0A813EA33	A0A058Z8T8	89957
A0A834VCK5	A0A058Z8T8	52283
B7PHG7	A0A058Z8T8	6945
C5K4G8	A0A058Z8T8	423536
F0XA34	A0A058Z8T8	655863
A0A058Z8U3	A0A058Z8U3	691883
A0A7N2R5B0	A0A058Z8U3	97700
K5VTC2	A0A058Z8U3	597362
A0A058Z8V1	A0A058Z8V1	691883
A0A1A8VRM7	A0A058Z8V1	5858
A0A1J1GX99	A0A058Z8V1	5849
A0A058Z8V8	A0A058Z8V8	691883
A0A066W5D0	A0A058Z8V8	1037660
A0A077QW87	A0A058Z8V8	1398559
A0A0F7RVH4	A0A058Z8V8	49012
A0A0P1B8T1	A0A058Z8V8	401625
A0A151ZDK9	A0A058Z8V8	361077
A0A2N8UG48	A0A058Z8V8	72559
A0A316UX49	A0A058Z8V8	1569628
A0A316YY79	A0A058Z8V8	215250
A0A317XPC5	A0A058Z8V8	1882483
A0A5E8BJ55	A0A058Z8V8	2606893
D2I4K8	A0A058Z8V8	9646
D3BAZ4	A0A058Z8V8	670386
F4PZ16	A0A058Z8V8	1054147
R9PCR4	A0A058Z8V8	1305764
A0A058Z8X0	A0A058Z8X0	691883
A0A421H1Y6	A0A058Z8X0	325452
A0A058Z8X3	A0A058Z8X3	691883
A0A0D2VSX0	A0A058Z8X3	595528
A0A316UKF1	A0A058Z8X3	1569628
A0A058Z900	A0A058Z900	691883
A0A7G2CBF7	A0A058Z900	59799
A0A058Z906	A0A058Z906	691883
A0A166RFT3	A0A058Z906	436010
A0A7S0SJD0	A0A058Z906	81844
A0A836KSA1	A0A058Z906	2249476
A0A058Z947	A0A058Z947	691883
A0A0D2NGH2	A0A058Z947	145388
A0A0G4G4A5	A0A058Z947	1169540
A0A0S4ILB7	A0A058Z947	75058
A0A210PWN2	A0A058Z947	6573
A0A5A8DJN4	A0A058Z947	33653
A0A7S4V761	A0A058Z947	311494
A0A813GRG0	A0A058Z947	89957
F0YJH5	A0A058Z947	44056
A0A058Z951	A0A058Z951	691883
A0A183MKW3	A0A058Z951	48269
A0A3P2ANU6	A0A058Z951	2491044
A0A830H9J4	A0A058Z951	41880
A0A058Z967	A0A058Z967	691883
A0A383W985	A0A058Z967	3088
A0A383WKW1	A0A058Z967	3088
A0A058Z984	A0A058Z984	691883
A0A075AGI7	A0A058Z984	6198
A0A087YIM9	A0A058Z984	48698
A0A0D2VF83	A0A058Z984	595528
A0A0K2SVR7	A0A058Z984	72036
A0A0M3K3S1	A0A058Z984	6269
A0A0P7WUJ3	A0A058Z984	113540
A0A0R3W1L8	A0A058Z984	60517
A0A164V4D4	A0A058Z984	35525
A0A1I7S9A1	A0A058Z984	6326
A0A1I8AU21	A0A058Z984	37863
A0A1I8BVZ4	A0A058Z984	6305
A0A1I8FQL5	A0A058Z984	282301
A0A1W0WTY2	A0A058Z984	232323
A0A1X7VQB3	A0A058Z984	400682
A0A212FMV2	A0A058Z984	278856
A0A218UFZ4	A0A058Z984	299123
A0A267GUS3	A0A058Z984	282301
A0A2J7RS17	A0A058Z984	105785
A0A2R8QFY5	A0A058Z984	7955
A0A2T9YP01	A0A058Z984	133385
A0A2U9CN52	A0A058Z984	52904
A0A316ZH74	A0A058Z984	58919
A0A3B1KA20	A0A058Z984	7994
A0A3B3TES2	A0A058Z984	1676925
A0A3Q2YIK4	A0A058Z984	109280
A0A3Q3BFL8	A0A058Z984	37003
A0A482W722	A0A058Z984	1661398
A0A498MLK8	A0A058Z984	84645
A0A4D9DM30	A0A058Z984	55544
A0A4W5MI69	A0A058Z984	62062
A0A4Z2CGB6	A0A058Z984	433685
A0A507C821	A0A058Z984	1806994
A0A5C6NZQ1	A0A058Z984	433684
A0A662YT16	A0A058Z984	7906
A0A673GXE2	A0A058Z984	307959
A0A6B0QWW6	A0A058Z984	72004
A0A6J2HRM7	A0A058Z984	649802
A0A6J2JHM9	A0A058Z984	7092
A0A6J2RRZ4	A0A058Z984	56716
A0A6L5CJZ7	A0A058Z984	1049336
A0A6P8GZ65	A0A058Z984	6105
A0A6P9BX91	A0A058Z984	94885
A0A7D9DMY5	A0A058Z984	317549
A0A7E5WIB8	A0A058Z984	7111
A0A7I4Y886	A0A058Z984	6289
A0A7I8VQ72	A0A058Z984	2664684
A0A7J7K1G2	A0A058Z984	10212
A0A7M3R1P2	A0A058Z984	99802
A0A7M7J5P8	A0A058Z984	109461
A0A7N4P1H1	A0A058Z984	9305
A0A7N8YJK5	A0A058Z984	205130
A0A7R9A304	A0A058Z984	69355
A0A7S0DTK7	A0A058Z984	1561963
A0A834RI82	A0A058Z984	52283
A0A834XM46	A0A058Z984	684658
A0A8B6GT14	A0A058Z984	29158
A9VB98	A0A058Z984	81824
B7QE10	A0A058Z984	6945
E7F1R9	A0A058Z984	7955
F2QM40	A0A058Z984	981350
F4NT54	A0A058Z984	684364
M7B3M6	A0A058Z984	8469
W1Q7I6	A0A058Z984	871575
W6MU02	A0A058Z984	1382522
A0A058Z994	A0A058Z994	691883
A0A433TVF9	A0A058Z994	188477
K9ACW3	A0A058Z994	1229781
A0A058Z996	A0A058Z996	691883
A0A4Y4K3T4	A0A058Z996	2585753
A0A6P8TEE2	A0A058Z996	8218
D0RU06	A0A058Z996	469609
Q8T1A4	A0A058Z996	5693
A0A058Z9A1	A0A058Z9A1	691883
A0A1Y1IDY5	A0A058Z9A1	105231
A0A058Z9A2	A0A058Z9A2	691883
A0A146I9R6	A0A058Z9A2	658473
A0A3B4ANG9	A0A058Z9A2	409849
A0A674JNH8	A0A058Z9A2	2587831
A0A7S0ADS4	A0A058Z9A2	73915
F2TWY6	A0A058Z9A2	946362
A0A058Z9C1	A0A058Z9C1	691883
A0A3L7IBT3	A0A058Z9C1	10029
A0A058Z9C8	A0A058Z9C8	691883
A0A090MDF8	A0A058Z9C8	70448
A0A168QGL5	A0A058Z9C8	747725
A0A4X2L4C3	A0A058Z9C8	29139
K4FRL1	A0A058Z9C8	7868
L7FKZ2	A0A058Z9C8	370355
L8Y6P3	A0A058Z9C8	246437
Q5EAT0	A0A058Z9C8	10090
A0A058Z9D9	A0A058Z9D9	691883
A0A7S1L2F1	A0A058Z9D9	312471
A0A835XGJ3	A0A058Z9D9	47281
A8JIA0	A0A058Z9D9	3055
A0A058Z9E9	A0A058Z9E9	691883
A0A137QRZ5	A0A058Z9E9	1714833
A0A183ILB0	A0A058Z9E9	241478
A0A1I7RNS9	A0A058Z9E9	6326
A0A2H1BRV3	A0A058Z9E9	6192
A0A388LFJ8	A0A058Z9E9	69332
A0A4Z2D8K4	A0A058Z9E9	6182
A0A553IB70	A0A058Z9E9	2512241
A0A565BVN0	A0A058Z9E9	586526
A0A7S4PZD1	A0A058Z9E9	311494
A0A812N5U9	A0A058Z9E9	230985
A0A814G3Z2	A0A058Z9E9	1234261
D3AWJ7	A0A058Z9E9	670386
F0Z7C4	A0A058Z9E9	5786
A0A058Z9F1	A0A058Z9F1	691883
A0A7V7MQ41	A0A058Z9F1	2026780
A0A058Z9F2	A0A058Z9F2	691883
A0A151I0P4	A0A058Z9F2	520822
A0A267FG87	A0A058Z9F2	282301
A0A2J7ZY92	A0A058Z9F2	47790
A0A383WCV4	A0A058Z9F2	3088
A0A6P4K8X6	A0A058Z9F2	42026
A0A058Z9G1	A0A058Z9G1	691883
A0A1Y2EYT5	A0A058Z9G1	106004
U5H562	A0A058Z9G1	683840
A0A058Z9I8	A0A058Z9I8	691883
A0A0G2F281	A0A058Z9I8	158046
A0A1D2A5B0	A0A058Z9I8	3075
A0A250WYV9	A0A058Z9I8	1157962
A0A5J4Z9P1	A0A058Z9I8	35688
A0A7S0QXR3	A0A058Z9I8	1411642
A0A7S1X7G8	A0A058Z9I8	63592
D8LK31	A0A058Z9I8	2880
I0Z9X1	A0A058Z9I8	574566
W7TG25	A0A058Z9I8	72520
A0A058Z9K6	A0A058Z9K6	691883
F0UPI8	A0A058Z9K6	544711
A0A058Z9M3	A0A058Z9M3	691883
A0A139AYM9	A0A058Z9M3	1344416
A0A058Z9Q0	A0A058Z9Q0	691883
A0A059LF85	A0A058Z9Q0	1291522
A0A058Z9Y0	A0A058Z9Y0	691883
A0A4D9CQW8	A0A058Z9Y0	1027361
A0A4U7AU60	A0A058Z9Y0	40998
A0A6A6T172	A0A058Z9Y0	1314788
L8GCF4	A0A058Z9Y0	1257118
T0MGQ0	A0A058Z9Y0	419612
A0A058ZA18	A0A058ZA18	691883
A0A058ZCB0	A0A058ZA18	691883
A0A0D2X2Q8	A0A058ZA18	595528
A0A0K3CT02	A0A058ZA18	5286
A0A0S4JQ74	A0A058ZA18	75058
A0A109FBM0	A0A058ZA18	1305733
A0A167W4M2	A0A058ZA18	1081102
A0A1L7WF49	A0A058ZA18	576137
A0A2A2JR31	A0A058ZA18	2018661
A0A2I4D499	A0A058ZA18	52670
A0A2T7NM00	A0A058ZA18	400727
A0A2T7NXJ7	A0A058ZA18	400727
A0A2U3DQF9	A0A058ZA18	33203
A0A388LAL4	A0A058ZA18	69332
A0A4P9XAJ8	A0A058ZA18	1555241
A0A4P9YKY6	A0A058ZA18	988480
A0A5C3EZE9	A0A058ZA18	84751
A0A5C5FRL2	A0A058ZA18	5288
A0A6J2CX75	A0A058ZA18	9704
A0A7R9TIH9	A0A058ZA18	156133
A0A811KCM5	A0A058ZA18	465554
A0A835S8A4	A0A058ZA18	51695
A0A835SXD7	A0A058ZA18	51695
A0A835XU85	A0A058ZA18	47281
A0A836BWG3	A0A058ZA18	47281
D8UA06	A0A058ZA18	3068
F0ZHF8	A0A058ZA18	5786
F0ZNI6	A0A058ZA18	5786
F4QEI5	A0A058ZA18	1054147
J9DNL9	A0A058ZA18	1003232
A0A058ZA30	A0A058ZA30	691883
M5BUJ0	A0A058ZA30	1108050
A0A058ZA33	A0A058ZA33	691883
A0A7S0YJJ8	A0A058ZA33	51329
A0A058ZA69	A0A058ZA69	691883
A0A836BWL5	A0A058ZA69	47281
A0A058YZ95	A0A058ZA77	691883
A0A058Z995	A0A058ZA77	691883
A0A058ZA77	A0A058ZA77	691883
A0A058ZA85	A0A058ZA85	691883
A0A6A5AFP8	A0A058ZA85	112090
A0A6L5CH58	A0A058ZA85	1049336
A0A058ZA99	A0A058ZA99	691883
A0A183PGP6	A0A058ZA99	31246
A0A1D3D0V6	A0A058ZA99	88456
A0A1Q9D602	A0A058ZA99	2951
A0A3M5QLX7	A0A058ZA99	97473
A0A5C7HU61	A0A058ZA99	1000413
A0A058ZAA3	A0A058ZAA3	691883
A0A834PEA3	A0A058ZAA3	30213
A9V303	A0A058ZAA3	81824
B0X2I3	A0A058ZAA3	7176
J8ZNN4	A0A058ZAA3	1003232
K8EBG2	A0A058ZAA3	41875
A0A058ZAC0	A0A058ZAC0	691883
A0A183KAV0	A0A058ZAC0	6186
A0A292YKT9	A0A058ZAC0	1348429
A0A544ZSI9	A0A058ZAC0	62714
A0A699HFB1	A0A058ZAC0	118510
A0A849WWN8	A0A058ZAC0	2026715
V7PT09	A0A058ZAC0	1323249
A0A058ZAF4	A0A058ZAF4	691883
A0A151H193	A0A058ZAF4	1130821
A0A2A9M638	A0A058ZAF4	94643
A0A058ZAF8	A0A058ZAF8	691883
A0A183UGS8	A0A058ZAF8	6265
A0A4R4MFG4	A0A058ZAF8	2530366
A0A4R5EWL6	A0A058ZAF8	2530364
A0A6J4H4B9	A0A058ZAF8	166587
A0A7R9TCK0	A0A058ZAF8	38833
A0A830HZU7	A0A058ZAF8	41880
A0A058ZAG2	A0A058ZAG2	691883
A0A1D1VZ81	A0A058ZAG2	947166
A0A1E5W576	A0A058ZAG2	888268
A0A1R3GN98	A0A058ZAG2	93759
A0A2G8K7F5	A0A058ZAG2	307972
A0A5E4Q4R3	A0A058ZAG2	189913
A0A817DGB1	A0A058ZAG2	2762512
A0A058ZAJ2	A0A058ZAJ2	691883
A0A1Q7Q6R6	A0A058ZAJ2	1805069
A0A1Y2ALR0	A0A058ZAJ2	71784
A0A2N9G027	A0A058ZAJ2	28930
A0A2P4YXA5	A0A058ZAJ2	93969
A0A2P6NCZ1	A0A058ZAJ2	1890364
A0A2R6W2Z4	A0A058ZAJ2	3197
A0A453IX13	A0A058ZAJ2	200361
A0A4U0XM04	A0A058ZAJ2	329884
A0A535NW38	A0A058ZAJ2	2026724
A0A5J4UIJ4	A0A058ZAJ2	222440
A0A5J9WF72	A0A058ZAJ2	38414
A0A6A5RCH2	A0A058ZAJ2	1150837
A0A7R8UWM1	A0A058ZAJ2	343691
A0A7S1Y9S1	A0A058ZAJ2	1486929
A0A7S2U516	A0A058ZAJ2	641309
A0A7S3EJU5	A0A058ZAJ2	101924
A9RKK3	A0A058ZAJ2	3218
B6AGI1	A0A058ZAJ2	441375
L8H486	A0A058ZAJ2	1257118
A0A058ZAK1	A0A058ZAK1	691883
A0A2A9MA18	A0A058ZAK1	94643
A0A7J6KB86	A0A058ZAK1	5811
F0VCJ6	A0A058ZAK1	572307
G5C8K2	A0A058ZAK1	10181
A0A058ZAK2	A0A058ZAK2	691883
A0A2J7ZLR5	A0A058ZAK2	47790
A0A562B343	A0A058ZAK2	936133
A0A7J0FPA3	A0A058ZAK2	165716
B8C397	A0A058ZAK2	35128
J3HPK5	A0A058ZAK2	1144343
A0A058ZAL9	A0A058ZAL9	691883
A0A1D3CQY2	A0A058ZAL9	88456
A0A504YJ68	A0A058ZAL9	46835
K1VRY9	A0A058ZAL9	1220162
A0A058ZAP9	A0A058ZAP9	691883
A0A0B7N395	A0A058ZAP9	35722
A0A0E9NA45	A0A058ZAP9	698492
A0A0N0P8D8	A0A058ZAP9	5684
A0A1E7EP01	A0A058ZAP9	635003
A0A367J334	A0A058ZAP9	86630
A0A5J4Z4A6	A0A058ZAP9	35688
A0A7S0DBW8	A0A058ZAP9	1561963
Q0ITE1	A0A058ZAP9	39947
W6LDV0	A0A058ZAP9	134013
A0A058ZAQ1	A0A058ZAQ1	691883
K0RTN9	A0A058ZAQ1	159749
A0A058ZAR0	A0A058ZAR0	691883
A0A0P0VX64	A0A058ZAR0	39947
A0A058ZAV0	A0A058ZAV0	691883
A0A1S3SC34	A0A058ZAV0	8030
A0A2G8K2K2	A0A058ZAV0	307972
A0A3B5LEU0	A0A058ZAV0	32473
A0A4W5Q9L0	A0A058ZAV0	62062
A0A7S4IVD6	A0A058ZAV0	1487602
A0A058ZAX4	A0A058ZAX4	691883
A0A6U8MR33	A0A058ZAX4	2903
A0A058ZAX7	A0A058ZAX7	691883
A0A316U9W4	A0A058ZAX7	1684307
A0A316YMD7	A0A058ZAX7	215250
A0A317XTT4	A0A058ZAX7	1882483
A0A511KS95	A0A058ZAX7	5286
A0A5C3EYE9	A0A058ZAX7	84751
A0A058ZAY3	A0A058ZAY3	691883
A0A3B0JD66	A0A058ZAY3	7266
A0A058ZAZ7	A0A058ZAZ7	691883
A0A6I3LUB3	A0A058ZAZ7	2675876
A0A058ZB08	A0A058ZB08	691883
A0A0C3DWJ2	A0A058ZB08	913774
A0A0X3BN65	A0A058ZB08	83986
A0A2P5YU15	A0A058ZB08	3634
A0A388LK06	A0A058ZB08	69332
A0A5A7QLU7	A0A058ZB08	4170
A0A7X7LAI3	A0A058ZB08	1869227
A0A058ZB33	A0A058ZB33	691883
A0A1X2IZ62	A0A058ZB33	90262
A0A5C7HV66	A0A058ZB33	1000413
B8P9Y3	A0A058ZB33	561896
D6RP62	A0A058ZB33	240176
A0A058ZB86	A0A058ZB86	691883
A0A2G5CFP3	A0A058ZB86	218851
A0A6A5CB66	A0A058ZB86	5763
H1W0N4	A0A058ZB86	759273
A0A058ZBA0	A0A058ZBA0	691883
A0A7S3IG77	A0A058ZBA0	197538
A0A058ZBA3	A0A058ZBA3	691883
A0A0B8MZ88	A0A058ZBA3	128442
A0A0D2HBN0	A0A058ZBA3	1442368
A0A0F4Z5F7	A0A058ZBA3	1408163
A0A135T3H2	A0A058ZBA3	1460502
A0A136JHV4	A0A058ZBA3	196109
A0A146FFF9	A0A058ZBA3	1069201
A0A165H933	A0A058ZBA3	1328760
A0A1L9SVL6	A0A058ZBA3	1073090
A0A1S9RRA3	A0A058ZBA3	104259
A0A225AK22	A0A058ZBA3	1441469
A0A261XWA8	A0A058ZBA3	1938954
A0A2B7XPV8	A0A058ZBA3	1447875
A0A2H3IK04	A0A058ZBA3	290292
A0A2V1DWU3	A0A058ZBA3	97972
A0A2W1EWX2	A0A058ZBA3	45151
A0A319E9P5	A0A058ZBA3	1448318
A0A4V3UPW1	A0A058ZBA3	1220188
A0A5J4WP62	A0A058ZBA3	222440
A0A5N7BL15	A0A058ZBA3	1226010
A0A6A5UDZ8	A0A058ZBA3	147558
A0A6A6BMA1	A0A058ZBA3	1176127
A0A6A6NNL8	A0A058ZBA3	578093
A0A6A6YW75	A0A058ZBA3	574789
A0A6C1M629	A0A058ZBA3	5501
A0A6S4QNS9	A0A058ZBA3	2202144
A0A7C8KZJ8	A0A058ZBA3	37727
B8MQL9	A0A058ZBA3	441959
C5FXS4	A0A058ZBA3	554155
E4V701	A0A058ZBA3	535722
N1J5T7	A0A058ZBA3	546991
W2S8V7	A0A058ZBA3	1220924
A0A058ZBA8	A0A058ZBA8	691883
A0A1Y2CL82	A0A058ZBA8	329046
A0A7S1YWL5	A0A058ZBA8	1514140
A0A7S4G1Z2	A0A058ZBA8	73025
A0A7S4QPM9	A0A058ZBA8	311494
A0A7S4RXH1	A0A058ZBA8	311494
I0YSG7	A0A058ZBA8	574566
A0A024VZ37	A0A058ZBC0	1036725
A0A058ZBC0	A0A058ZBC0	691883
A0A067MUC6	A0A058ZBC0	930990
A0A067NNW9	A0A058ZBC0	1137138
A0A068WJ02	A0A058ZBC0	6210
A0A0C3BH58	A0A058ZBC0	686832
A0A0C3ERP7	A0A058ZBC0	765440
A0A0C3PT62	A0A058ZBC0	870435
A0A0C9RTG8	A0A058ZBC0	64838
A0A0C9WNN8	A0A058ZBC0	1095629
A0A0C9XDY9	A0A058ZBC0	1095629
A0A0D7BDX9	A0A058ZBC0	1314674
A0A0F7SWL7	A0A058ZBC0	264483
A0A0H2RRC1	A0A058ZBC0	27342
A0A0J0XBA5	A0A058ZBC0	879819
A0A0L0DRX4	A0A058ZBC0	461836
A0A0L6UYN4	A0A058ZBC0	27349
A0A0L6WY18	A0A058ZBC0	1306850
A0A0S4J645	A0A058ZBC0	75058
A0A0S4JRD5	A0A058ZBC0	75058
A0A109FJN9	A0A058ZBC0	1305733
A0A165E7G4	A0A058ZBC0	1314781
A0A166DB01	A0A058ZBC0	1314672
A0A166K7Y0	A0A058ZBC0	436010
A0A1B7NEU1	A0A058ZBC0	1314800
A0A1D2NFL8	A0A058ZBC0	48709
A0A1D3S4W0	A0A058ZBC0	31271
A0A1M2W6P2	A0A058ZBC0	154538
A0A1Y2G2L7	A0A058ZBC0	106004
A0A286UPP7	A0A058ZBC0	2282107
A0A2A9M587	A0A058ZBC0	94643
A0A2H3B8C0	A0A058ZBC0	1076256
A0A2X0LKM3	A0A058ZBC0	289078
A0A3P3YEI9	A0A058ZBC0	37360
A0A418AYS4	A0A058ZBC0	157072
A0A427XFG2	A0A058ZBC0	105984
A0A427YQQ6	A0A058ZBC0	1890683
A0A433PC51	A0A058ZBC0	2340872
A0A4P6XP78	A0A058ZBC0	2163413
A0A4P9XE02	A0A058ZBC0	1555241
A0A4P9XX84	A0A058ZBC0	78915
A0A4Q2DZH2	A0A058ZBC0	2316362
A0A4R5XFX6	A0A058ZBC0	50990
A0A4S4MVD2	A0A058ZBC0	2447956
A0A4S8MKJ0	A0A058ZBC0	1314807
A0A4Y7SPK7	A0A058ZBC0	71717
A0A550CRL0	A0A058ZBC0	97359
A0A5C3MZL6	A0A058ZBC0	5364
A0A5D6XI80	A0A058ZBC0	1485010
A0A5D6XJ99	A0A058ZBC0	1485010
A0A5D6XMB0	A0A058ZBC0	1485010
A0A5K3EGK2	A0A058ZBC0	53468
A0A5N5QRM2	A0A058ZBC0	1582974
A0A7S3CWA0	A0A058ZBC0	652834
A9V976	A0A058ZBC0	81824
D3BF68	A0A058ZBC0	670386
G7DTG5	A0A058ZBC0	764103
I0YJ84	A0A058ZBC0	574566
J6EY19	A0A058ZBC0	1186058
K3X6N7	A0A058ZBC0	431595
S9W9Z1	A0A058ZBC0	419612
U6L899	A0A058ZBC0	51314
V2XK41	A0A058ZBC0	1381753
W4KCP8	A0A058ZBC0	747525
W7K3E9	A0A058ZBC0	5843
A0A058ZBE3	A0A058ZBE3	691883
A0A068YNR2	A0A058ZBE3	6211
A0A0B7FWX1	A0A058ZBE3	1108050
A0A0D2WRD9	A0A058ZBE3	595528
A0A0R3X4M6	A0A058ZBE3	6205
A0A1X6P9B6	A0A058ZBE3	2786
A0A210PX95	A0A058ZBE3	6573
A0A2C9LRI7	A0A058ZBE3	6526
A0A2G5B8R1	A0A058ZBE3	763665
A0A315VP50	A0A058ZBE3	33528
A0A433DNG4	A0A058ZBE3	994334
A0A4C1ZYB6	A0A058ZBE3	151549
A0A6J8B0A1	A0A058ZBE3	42192
A0A7E6FPW1	A0A058ZBE3	6645
A0A836GQJ8	A0A058ZBE3	1580590
H9JT63	A0A058ZBE3	7091
K1S0L8	A0A058ZBE3	29159
U3JY86	A0A058ZBE3	59894
A0A058ZBE6	A0A058ZBE6	691883
A0A5F5Q0K8	A0A058ZBE6	9796
A0A6P6YGJ9	A0A058ZBE6	6956
A0A7I4AVE4	A0A058ZBE6	3218
A0A7S3QX17	A0A058ZBE6	3047
A0A058ZBE7	A0A058ZBE7	691883
A0A6C0CE50	A0A058ZBE7	1070528
A0A058ZBL4	A0A058ZBL4	691883
A0A1B8F0K8	A0A058ZBL4	1622149
A0A6N2QY11	A0A058ZBL4	1680
A0A834TB99	A0A058ZBL4	362788
S3BT29	A0A058ZBL4	1262450
W8B8Q5	A0A058ZBL4	7213
A0A058ZBM7	A0A058ZBM7	691883
Q7NCP3	A0A058ZBM7	251221
A0A058ZBN8	A0A058ZBN8	691883
A0A7S3QUR1	A0A058ZBN8	3047
A0A058ZBP3	A0A058ZBP3	691883
A0A3D8RWI5	A0A058ZBP3	565419
A0A484BRU6	A0A058ZBP3	7232
A0A058ZBV3	A0A058ZBV3	691883
U6LTD4	A0A058ZBV3	51314
A0A058ZC02	A0A058ZC02	691883
A0A0M9GAS6	A0A058ZC02	157538
A0A0S6XK13	A0A058ZC02	1603295
A0A161Y8V2	A0A058ZC02	79200
A0A163JNM3	A0A058ZC02	4829
A0A1G4MJW3	A0A058ZC02	4955
A0A251NVN8	A0A058ZC02	3760
A0A2B7X2G5	A0A058ZC02	1447875
A0A2B7ZB08	A0A058ZC02	73230
A0A2R6WZU8	A0A058ZC02	3197
A0A498I0I5	A0A058ZC02	3750
A0A498QYD9	A0A058ZC02	2341080
A0A4U0XB87	A0A058ZC02	329884
A0A4Z1K5Q8	A0A058ZC02	87229
A0A507FQU7	A0A058ZC02	246404
A0A5B9MQA5	A0A058ZC02	78740
A0A5J5S0J3	A0A058ZC02	3634
A0A5J9WA98	A0A058ZC02	38414
A0A6A4KEI6	A0A058ZC02	248454
A0A7V7XER3	A0A058ZC02	2052143
A0A834WPJ8	A0A058ZC02	362788
A0A836HHL3	A0A058ZC02	2761500
A2WEL0	A0A058ZC02	350701
J3K1Y6	A0A058ZC02	246410
R1FBF5	A0A058ZC02	2903
A0A058ZC09	A0A058ZC09	691883
A0A0L0HBZ1	A0A058ZC09	645134
A0A1Y1Y2C0	A0A058ZC09	1314790
A0A1Y1Y316	A0A058ZC09	1314790
A0A1Y1Y3E5	A0A058ZC09	1314790
A0A507BWF2	A0A058ZC09	1806994
A0A507CSW4	A0A058ZC09	286115
A0A507EE75	A0A058ZC09	109895
A0A058ZC21	A0A058ZC21	691883
A0A060XI58	A0A058ZC21	8022
A0A0P0WN18	A0A058ZC21	39947
A0A2S4WEE5	A0A058ZC21	27350
A0A446MS40	A0A058ZC21	4567
A0A822EWW4	A0A058ZC21	2762511
A0A058ZC39	A0A058ZC39	691883
A0A0D2U1Y4	A0A058ZC39	595528
A0A0R3QKJ9	A0A058ZC39	42155
A0A1V9X939	A0A058ZC39	418985
A0A427XFI1	A0A058ZC39	105984
A0A4P9X7Z0	A0A058ZC39	1555241
A0A4Q1BAI1	A0A058ZC39	5217
A0A5D3AM85	A0A058ZC39	2591691
A0A6H5JHZ2	A0A058ZC39	867726
A0A7S0TE67	A0A058ZC39	933848
A0A813DX45	A0A058ZC39	89957
A0A835YSW0	A0A058ZC39	303371
A0A058ZC43	A0A058ZC43	691883
A0A098VV63	A0A058ZC43	1485682
A0A0E9NPK1	A0A058ZC43	698492
A0A0F8W357	A0A058ZC43	138278
A0A1E4U3P1	A0A058ZC43	669874
A0A1L9RQF9	A0A058ZC43	1073089
A0A2U9R3S3	A0A058ZC43	4909
A0A316U159	A0A058ZC43	1684307
A0A316UWU1	A0A058ZC43	1569628
A0A376B403	A0A058ZC43	36035
A0A3M7FBA6	A0A058ZC43	91943
A0A4S8JLN2	A0A058ZC43	52838
A0A6A6PT66	A0A058ZC43	245834
A0A6G1GGV7	A0A058ZC43	1392243
B8LTG7	A0A058ZC43	441959
A0A058ZC52	A0A058ZC52	691883
A0A4W5QBZ7	A0A058ZC52	62062
A0A654HLZ0	A0A058ZC52	64606
A0A058ZC73	A0A058ZC73	691883
A0A077WZG0	A0A058ZC73	688394
A0A167MQY0	A0A058ZC73	763407
A0A1C7NIP8	A0A058ZC73	101091
A0A1U7LI81	A0A058ZC73	1198029
A0A1X2H8I2	A0A058ZC73	13706
A0A261Y5D0	A0A058ZC73	1938954
A0A367KE39	A0A058ZC73	86630
M7SQV4	A0A058ZC73	1287681
V6U5B3	A0A058ZC73	5741
A0A058ZC86	A0A058ZC86	691883
A0A176WDP8	A0A058ZC86	1480154
A0A1D6IXV0	A0A058ZC86	4577
A0A1E2S1N4	A0A058ZC86	1177755
A0A1U7CPA9	A0A058ZC86	1387353
A0A2N6CUN2	A0A058ZC86	191960
A0A2R5G207	A0A058ZC86	2315210
A0A2V5IDE5	A0A058ZC86	1450541
A0A328D448	A0A058ZC86	267555
A0A357V587	A0A058ZC86	1898112
A0A5M3PLA0	A0A058ZC86	418719
A0A6V7PD37	A0A058ZC86	296719
A0A7J7M6M4	A0A058ZC86	39325
A0A7S0JSY7	A0A058ZC86	33653
A0A7S2CUA7	A0A058ZC86	327968
A0A7S2MIG4	A0A058ZC86	35687
A0A812P7Y6	A0A058ZC86	230985
A0A830BLU8	A0A058ZC86	374723
D7FLD8	A0A058ZC86	2880
A0A058ZC87	A0A058ZC87	691883
A0A2K6U1Q3	A0A058ZC87	39432
A0A383Z3X8	A0A058ZC87	310752
A0A485PPZ5	A0A058ZC87	191816
A0A4W5L0F7	A0A058ZC87	62062
A0A7S2WCQ7	A0A058ZC87	96639
A0A813FQX6	A0A058ZC87	89957
C1BUS0	A0A058ZC87	72036
L8GM18	A0A058ZC87	1257118
A0A058ZCA3	A0A058ZCA3	691883
A0A0G4MXY9	A0A058ZCA3	100787
A0A1J7J3U1	A0A058ZCA3	1408157
A0A2N3NHE2	A0A058ZCA3	41688
A0A2P6VDL1	A0A058ZCA3	554055
A0A535TFE8	A0A058ZCA3	2026724
A0A6G0PJE8	A0A058ZCA3	53985
A0A7H8QRB1	A0A058ZCA3	121627
C5K6R5	A0A058ZCA3	423536
A0A058ZCA9	A0A058ZCA9	691883
A0A2H9TIH2	A0A058ZCA9	1246581
