sapID	sapGO	repID	cluFlag	LCAtaxID
Q8WVY7	GO:0005730;GO:0005654;GO:0005634;GO:0017018;GO:0004722;GO:0006470;	A0A7S3L782	2	2759
E3UTN9	GO:0016021;GO:0090482;	A0A7S3LIT7	3	131567
I7BB09	GO:0016021;GO:0090482;	A0A7S3LIT7	1	131567
A0A024RBN9	GO:0030896;GO:0000077;GO:0006281;	A0A7S3LS23	1	131567
B4DX60	GO:0030896;GO:0000077;GO:0006281;	A0A7S3LS23	1	131567
J3KPN7	GO:0030896;GO:0000077;GO:0006281;	A0A7S3LS23	1	131567
Q6WBX8	GO:0030896;GO:0005654;GO:0005634;GO:0071479;GO:0006281;GO:0000076;GO:0031573;	A0A7S3LS23	1	131567
A0A0C4DFU3	GO:0042995;GO:0005737;GO:0005856;	A0A7S3LT27	1	131567
Q96AG6	N/A	A0A7S3LTL4	3	131567
A8MXH2	GO:0005634;GO:0006334;	A0A7S3M404	1	N/A
C9J6D1	GO:0005634;GO:0006334;	A0A7S3M404	1	N/A
E9PKT8	GO:0005634;GO:0006334;	A0A7S3M404	1	N/A
E9PP22	GO:0005634;GO:0006334;	A0A7S3M404	1	N/A
H7C4Y5	N/A	A0A7S3MQ85	1	131567
A0A087WXH1	N/A	A0A7S3MRA4	1	131567
F6UZH7	GO:0016021;	A0A7S3MRA4	1	131567
F2Z2X2	GO:0036211;	A0A7S3MSN4	1	2759
A0A7P0T924	GO:0005794;GO:0016021;GO:0005770;GO:0045121;GO:0055037;GO:0004190;GO:0006508;	A0A7S3MZM8	1	2759
B3KNE8	GO:0016021;GO:0004190;GO:0006508;	A0A7S3MZM8	2	2759
B7Z3K2	GO:0005794;GO:0016021;GO:0005770;GO:0045121;GO:0055037;GO:0004190;GO:0006508;	A0A7S3MZM8	1	2759
B7Z3Z4	GO:0005794;GO:0016021;GO:0005770;GO:0045121;GO:0055037;GO:0004190;GO:0006508;	A0A7S3MZM8	1	2759
Q5W9H2	GO:0005794;GO:0016021;GO:0005770;GO:0045121;GO:0055037;GO:0004190;GO:0006508;	A0A7S3MZM8	3	2759
U3KPS1	GO:0005794;GO:0016021;GO:0005770;GO:0045121;GO:0055037;GO:0004190;GO:0006508;	A0A7S3MZM8	1	2759
D6RC07	N/A	A0A7S3NJX7	1	N/A
Q8IVQ6	GO:0005783;GO:0005794;GO:0000139;GO:0016021;GO:0005886;GO:0016409;GO:0019706;GO:0071875;GO:0001942;GO:0018230;GO:0018345;GO:0006612;GO:1903140;GO:1904997;GO:0050999;GO:0003056;GO:0048733;	A0A7S3NK54	1	2759
Q8N966	GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0005886;GO:0019706;GO:0018230;GO:0072659;GO:0018345;GO:0006612;	A0A7S3NK54	2	2759
D3DUE9	GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
E9PN63	GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
E9PQV7	GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
K7ES84	GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
P0C5J1	GO:0032991;GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
Q8N7N1	GO:0008168;GO:0032259;	A0A7S3NL11	1	131567
Q96G04	GO:0005737;GO:0005829;GO:0032991;GO:0016279;GO:0018023;GO:0006479;	A0A7S3NL11	1	131567
Q7Z3G2	GO:0005634;	A0A7S3NMQ1	1	2759
B3KRA9	GO:0005524;GO:0004340;GO:0005536;GO:0001678;GO:0006096;GO:0019318;	A0A7S3NMV2	2	131567
Q9NQZ7	GO:0030659;GO:0030666;GO:0005794;GO:0016021;GO:0016020;GO:0043273;GO:0004382;GO:0003924;GO:0046872;GO:0017110;GO:0017111;GO:0045134;GO:0006254;GO:0046039;GO:0034656;GO:0009134;GO:0050776;GO:0072539;GO:0006256;GO:0046052;	A0A7S3NMV2	1	131567
K7EL20	GO:0005829;GO:0005852;GO:0003743;	A0A7S3NNN8	1	2759
Q59EN9	GO:0008289;GO:0006869;	A0A7S3NRA4	1	131567
A0A024R9K7	GO:0016021;GO:0030246;	A0A7S3PG30	1	2759
Q9NPA0	GO:0072546;GO:0005789;GO:0030176;GO:0016021;GO:0030246;GO:0045050;GO:0071816;	A0A7S3PG30	1	2759
Q5F1R6	GO:0005737;GO:0005829;GO:0005730;GO:0005840;GO:0003723;GO:0008270;GO:0006457;	A0A7S3PLT2	2	2759
A0A5F9ZHQ7	GO:0005737;GO:0070652;GO:0005874;GO:0005819;GO:0051301;GO:0051225;	A0A7S3PPX0	1	131567
A8K0J8	GO:0016021;GO:0005886;GO:0004930;GO:0008066;	A0A7S3PPY2	1	2759
B3KX58	GO:0016021;GO:0005886;GO:0004930;GO:0008066;	A0A7S3PPY2	2	2759
A0A024R847	GO:0045048;	A0A7S3PQC7	2	131567
Q7L5D6	GO:0071818;GO:0005694;GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:0051087;GO:0051220;GO:1904378;GO:0006620;GO:0045048;GO:0031647;GO:0071816;GO:0006511;	A0A7S3PQC7	1	131567
B0I1T1	GO:0016459;GO:0003779;GO:0005524;GO:0003774;	A0A7S3PR52	1	2759
B7Z3E5	GO:0016459;GO:0003779;GO:0005524;GO:0003774;	A0A7S3PR52	1	2759
F5H6E2	GO:0016459;GO:0016604;GO:0005886;GO:0003779;GO:0005524;GO:0003774;	A0A7S3PR52	1	2759
O00159	GO:0015629;GO:0110016;GO:0009925;GO:0005903;GO:0005737;GO:0030659;GO:0005829;GO:0070062;GO:0031941;GO:0016328;GO:0016020;GO:0045121;GO:0005902;GO:0016604;GO:0005643;GO:0005730;GO:0005654;GO:0045335;GO:0005886;GO:0001726;GO:0060171;GO:0016461;GO:0051015;GO:0005524;GO:0005516;GO:0000146;GO:0008022;GO:0005102;GO:0031267;GO:0007015;GO:0071346;GO:0006338;GO:0051028;GO:0030335;GO:0038089;GO:1900078;GO:0035066;GO:0090314;GO:0045943;GO:0045944;GO:0045945;GO:1900748;GO:0006612;GO:2000810;GO:0030050;	A0A7S3PR52	1	2759
O00160	GO:0015629;GO:0005829;GO:0005902;GO:0005886;GO:0016461;GO:0003779;GO:0051015;GO:0005524;GO:0005516;GO:0000146;GO:0007015;GO:0030050;	A0A7S3PR52	1	2759
Q12965	GO:0015629;GO:0005912;GO:0005903;GO:0030136;GO:0032437;GO:0005737;GO:0005856;GO:0070062;GO:0005902;GO:0016459;GO:0005886;GO:0051015;GO:0005524;GO:0016887;GO:0005516;GO:0000146;GO:0035091;GO:0007015;GO:0006897;GO:0032836;GO:0003094;GO:0001701;GO:0006807;GO:0048008;GO:0072015;GO:0035166;GO:0001570;GO:0030050;	A0A7S3PR52	1	2759
Q4KMR3	GO:0005912;GO:0005903;GO:0032437;GO:0016459;GO:0003779;GO:0005524;GO:0003774;GO:0044877;GO:0032836;GO:0003094;GO:0001701;GO:0006807;GO:0048008;GO:0072015;GO:0035166;GO:0001570;	A0A7S3PR52	1	2759
Q4LE34	GO:0016459;GO:0003779;GO:0005524;GO:0003774;	A0A7S3PR52	1	2759
Q6ZNI9	GO:0016459;GO:0003779;GO:0005524;GO:0003774;	A0A7S3PR52	1	2759
Q96M10	GO:0005634;GO:0005049;	A0A7S3PY03	1	131567
A0A024R5Q4	GO:0005743;GO:0015068;GO:0006601;	A0A7S3PYK2	1	131567
A0A140VK19	GO:0005743;GO:0005739;GO:0015068;GO:0006601;GO:0120162;	A0A7S3PYK2	1	131567
A0A6Q8PFC6	GO:0005743;GO:0015068;GO:0006601;	A0A7S3PYK2	1	131567
A0A6Q8PGA2	GO:0005743;GO:0015068;GO:0006601;	A0A7S3PYK2	1	131567
A0A6Q8PHC6	GO:0005743;GO:0015068;GO:0006601;	A0A7S3PYK2	1	131567
P50440	GO:0070062;GO:0005743;GO:0005758;GO:0005739;GO:0015067;GO:0015068;GO:0006601;GO:0006600;GO:0007611;GO:0014889;GO:0120162;	A0A7S3PYK2	1	131567
A0A7P0T816	GO:0005789;GO:0016021;GO:0003865;GO:0047751;GO:0102389;GO:0019348;GO:0006488;GO:0016095;	A0A7S3QKF5	2	2759
A0A024QYR3	GO:0016021;	A0A7S3QSI5	1	131567
A0A024QYR8	GO:0016021;	A0A7S3QSI5	1	131567
A0A024QYS2	GO:0016021;	A0A7S3QSI5	1	131567
A0A0C4DFM1	GO:0016021;	A0A7S3QSI5	1	131567
A8K7U5	GO:0016021;	A0A7S3QSI5	1	131567
B4DH88	GO:0016021;	A0A7S3QSI5	1	131567
B4DKC1	GO:0016021;	A0A7S3QSI5	1	131567
B4E3A9	GO:0016021;	A0A7S3QSI5	1	131567
E9PMQ9	GO:0016021;	A0A7S3QSI5	1	131567
G3V1B9	GO:0016021;	A0A7S3QSI5	1	131567
O15321	GO:0000421;GO:0031410;GO:0016021;GO:0005765;GO:0016020;GO:0006914;GO:0072657;	A0A7S3QSI5	2	131567
Q6ZTK5	GO:0016021;	A0A7S3QSI5	2	131567
Q8WUB5	GO:0016021;	A0A7S3QSI5	1	131567
Q92544	GO:0005769;GO:0005794;GO:0016021;GO:0016020;GO:0007155;GO:0006909;GO:0070863;GO:2000010;GO:0072657;GO:0051453;GO:0001666;GO:0070072;	A0A7S3QSI5	1	131567
Q96JZ5	GO:0016021;	A0A7S3QSI5	1	131567
Q99805	GO:0005856;GO:0005768;GO:0010008;GO:0070062;GO:0005794;GO:0005887;GO:0016020;GO:0006672;GO:0006688;GO:0072657;GO:0010908;	A0A7S3QSI5	1	131567
Q9HD45	GO:0016021;GO:0016020;GO:0072657;	A0A7S3QSI5	1	131567
M0QYV0	GO:0030424;GO:0005737;GO:0005829;GO:0005634;GO:0005524;GO:0004674;GO:0097192;GO:0008286;GO:0090090;GO:0032007;GO:0006468;GO:0010975;GO:0007165;	A0A7S3QTE4	1	2759
A5D904	GO:0015935;GO:0019843;GO:0003735;GO:0006412;	A0A7S3QV95	1	131567
Q9BYN0	GO:0005737;GO:0005829;GO:0005524;GO:0016667;GO:0032542;GO:0062197;GO:0034599;GO:0006979;	A0A7S3QWM8	2	131567
D6RGC4	GO:0005783;GO:0005794;GO:0016021;GO:0043231;GO:0008270;	A0A7S3R088	1	2759
K7EK42	GO:0005829;	A0A7S3R1Q5	1	2759
Q96J92	GO:0005923;GO:0044297;GO:0005737;GO:0005829;GO:0016020;GO:0032991;GO:0005524;GO:0019869;GO:0031404;GO:0019870;GO:0106310;GO:0004674;GO:0032147;GO:0035932;GO:0055074;GO:0030003;GO:0030644;GO:0071466;GO:0006821;GO:0072156;GO:0070371;GO:0010467;GO:0006954;GO:0035556;GO:0050801;GO:0006811;GO:0042116;GO:0090188;GO:0006469;GO:0010766;GO:1903288;GO:2000651;GO:0071805;GO:0070528;GO:0008104;GO:0006468;GO:0070294;GO:0002021;GO:0035725;	A0A7S3RH44	2	131567
J3QQZ4	GO:0016021;	A0A7S3RHK9	1	N/A
A8QK79	GO:0001518;GO:0005248;	A0A7S3RM34	1	N/A
B4DFF2	GO:0016021;GO:0022857;	A0A7S3RVC1	1	131567
A0A024R372	GO:0005769;GO:0016021;GO:0005886;GO:0015095;	A0A7S3RXT6	1	131567
Q7RTP0	GO:0005769;GO:0016021;GO:0016020;GO:0005886;GO:0015095;GO:0015693;GO:0055085;	A0A7S3RXT6	1	131567
Q8N8Q9	GO:0005769;GO:0016021;GO:0016020;GO:0005886;GO:0015095;GO:0015693;	A0A7S3RXT6	1	131567
Q8TAY1	GO:0016021;GO:0015095;	A0A7S3RXT6	1	131567
A0A7P0TBA8	GO:0005096;GO:0043547;GO:0016192;	A0A7S3SL44	1	N/A
A0A0C4DFN3	GO:0005654;	A0A7S3SX73	1	131567
H7C599	N/A	A0A7S3SX73	1	131567
Q99685	GO:0005829;GO:0005789;GO:0019898;GO:0016020;GO:0005654;GO:0005886;GO:0047372;GO:0016298;GO:0004622;GO:0042803;GO:0046464;GO:0019369;GO:0006633;GO:0006954;GO:0006629;GO:0052651;GO:2000124;GO:0050727;GO:0051930;GO:0009966;GO:0019433;	A0A7S3SX73	1	131567
H0YLE5	GO:0016459;GO:0003779;GO:0005524;GO:0003774;	A0A7S3TBM5	1	N/A
A0A024R9K9	GO:0005794;	A0A7S3TNZ0	2	2759
A0A0G2JP48	GO:0005801;	A0A7S3TNZ0	1	2759
A0A0G2JPF6	GO:0005801;	A0A7S3TNZ0	1	2759
A7E2F4	GO:0005801;GO:0005829;GO:0005794;GO:0000137;GO:0032580;GO:0007030;	A0A7S3TNZ0	1	2759
A8MQT2	GO:0005801;GO:0005829;GO:0005794;GO:0000137;GO:0032580;GO:0007030;GO:0051225;	A0A7S3TNZ0	1	2759
B4DYV6	GO:0005801;	A0A7S3TNZ0	1	2759
B7ZKM1	GO:0005801;	A0A7S3TNZ0	1	2759
C9J1B5	GO:0005801;GO:0005829;GO:0005794;	A0A7S3TNZ0	1	2759
H3BMC3	N/A	A0A7S3TNZ0	1	2759
B4DK31	GO:0016874;	A0A7S3TPJ3	1	2759
B3KSU5	GO:0008168;GO:0003723;GO:0001510;	A0A7S3TPP0	1	2759
C9J6R3	N/A	A0A7S3TUM8	3	131567
A0A384MDT0	GO:0010265;	A0A7S3TYZ7	1	131567
A8K8U1	GO:0010265;	A0A7S3TYZ7	1	131567
O75155	GO:0005829;GO:0005634;GO:0017025;GO:0045893;GO:0016567;GO:0010265;	A0A7S3TYZ7	1	131567
Q6ZUA9	GO:0005737;	A0A7S3TYZ7	1	131567
Q86VP6	N/A	A0A7S3TYZ7	1	131567
H0YAA2	GO:0000398;	A0A7S3TZ45	3	N/A
B4DSG1	GO:0045322;GO:0008270;	A0A7S3U2V4	1	2759
A0A087X1B2	GO:0005654;GO:0004843;GO:0008270;GO:0016579;GO:0000245;	A0A7S3U3G8	1	2759
B7Z7L9	GO:0005634;GO:0004843;GO:0008270;GO:0016579;GO:0000245;	A0A7S3U3G8	1	2759
B9A018	GO:0005634;GO:0004843;GO:0008270;GO:0016579;GO:0000245;	A0A7S3U3G8	1	2759
Q53GS9	N/A	A0A7S3U3G8	1	2759
Q5JXM2	GO:0005576;GO:0008168;GO:0032259;	A0A7S3UBE1	1	131567
A0A0S2Z5M8	GO:0042645;GO:0005654;GO:0042781;	A0A7S3UBF1	1	2759
B3KT00	GO:0042781;	A0A7S3UBF1	1	2759
B4DT15	GO:0042781;	A0A7S3UBF1	1	2759
G5E9D5	GO:0005654;GO:0042781;	A0A7S3UBF1	1	2759
Q9BQ52	GO:0005829;GO:0005759;GO:0042645;GO:0005739;GO:0005654;GO:0005634;GO:0042781;GO:0004521;GO:0046872;GO:0003723;GO:0004549;GO:0072684;GO:0090646;GO:0042780;GO:0016078;	A0A7S3UBF1	1	2759
F5GXK7	N/A	A0A7S3UFL9	1	2759
F5H747	N/A	A0A7S3UFL9	1	2759
H0YLU2	GO:0008537;	A0A7S3UHL7	1	N/A
Q86SZ9	GO:0008537;	A0A7S3UHL7	1	N/A
G3V192	GO:0008199;GO:0006879;GO:0006826;	A0A7S3UI20	1	33090
M0QYQ7	GO:0003723;GO:0000398;	A0A7S3UU71	3	2759
G3V159	N/A	A0A7S3UYQ7	1	2759
B3KXF3	GO:0016787;GO:0016042;	A0A7S3V0E0	1	131567
B3KXH5	GO:0016787;GO:0016042;	A0A7S3V0E0	2	131567
B3KRF6	N/A	A0A7S3V1C0	1	2759
B3KVG9	N/A	A0A7S3V1C0	1	2759
B3KVI6	N/A	A0A7S3V1C0	1	2759
A0A024RCG3	GO:0005829;GO:0005524;GO:0004817;GO:0046872;GO:0006423;	A0A7S3V5N6	1	131567
A8MVQ3	GO:0005524;GO:0004817;GO:0046872;GO:0006423;	A0A7S3V5N6	1	131567
B4DKY1	GO:0005829;GO:0005524;GO:0004817;GO:0046872;GO:0006423;	A0A7S3V5N6	1	131567
B4DPV7	GO:0005524;GO:0004817;GO:0046872;GO:0006423;	A0A7S3V5N6	1	131567
P49589	GO:0005737;GO:0005829;GO:0005524;GO:0004817;GO:0042802;GO:0046872;GO:0042803;GO:0000049;GO:0006423;	A0A7S3V5N6	1	131567
Q53HG6	GO:0005524;GO:0004817;GO:0046872;GO:0006423;	A0A7S3V5N6	1	131567
A0A090N8E9	GO:0005677;GO:0005737;GO:0035098;GO:0005654;GO:0005721;GO:0045120;GO:0045202;GO:0031490;GO:0046976;GO:0106222;GO:0070878;GO:0043021;GO:0000978;GO:0000979;GO:0003714;GO:0030183;GO:0014898;GO:0048468;GO:0070301;GO:0035984;GO:0021695;GO:0006338;GO:0006306;GO:0070314;GO:0000082;GO:0036333;GO:0021766;GO:0098532;GO:0030216;GO:0097421;GO:1900016;GO:0043433;GO:2000134;GO:0045617;GO:2000737;GO:0051154;GO:0000122;GO:0034244;GO:1900006;GO:0071168;GO:0042127;GO:0042752;GO:0014013;GO:0001932;GO:0032355;GO:1904772;GO:0048511;GO:0014834;GO:0048863;GO:0051932;	A0A7S3V6Z6	1	2759
A0A0A0MSY9	GO:0005654;GO:0046976;GO:0006338;GO:0070734;	A0A7S3V6Z6	1	2759
F2YMM1	GO:0005634;GO:0046976;GO:0006338;GO:0070734;GO:0048511;	A0A7S3V6Z6	1	2759
Q15910	GO:0000785;GO:0005677;GO:0000781;GO:0005737;GO:0035098;GO:0005654;GO:0005634;GO:0005721;GO:0045120;GO:0045202;GO:0003682;GO:0031490;GO:0042054;GO:0046976;GO:0018024;GO:0106222;GO:0070878;GO:1990841;GO:0016279;GO:0043021;GO:0000978;GO:0000979;GO:0003714;GO:0001222;GO:0030183;GO:0014898;GO:0048468;GO:0070301;GO:0035984;GO:0021695;GO:0006325;GO:0006338;GO:0006306;GO:0070314;GO:0000082;GO:0036333;GO:0031507;GO:0021766;GO:0070734;GO:0098532;GO:0016571;GO:0030216;GO:0097421;GO:1900016;GO:0043433;GO:0045892;GO:2000134;GO:0045814;GO:0045617;GO:0048387;GO:2000737;GO:0051154;GO:0000122;GO:0034244;GO:1902808;GO:0008284;GO:1900006;GO:0010718;GO:0043547;GO:0043406;GO:0071902;GO:0071168;GO:0042752;GO:0006355;GO:0014013;GO:0032355;GO:1904772;GO:0048511;GO:0014834;GO:0048863;GO:0031509;GO:0051932;	A0A7S3V6Z6	1	2759
Q92800	GO:0000781;GO:0035098;GO:0000792;GO:0005654;GO:0005634;GO:0003682;GO:0046976;GO:0003714;GO:0009653;GO:0006338;GO:0031507;GO:0021766;GO:0098532;GO:0000122;GO:0045944;GO:0031509;	A0A7S3V6Z6	1	2759
S4S3R8	GO:0005654;GO:0046976;GO:0006338;GO:0070734;GO:0048511;	A0A7S3V6Z6	1	2759
H3BQ34	GO:0005524;GO:0016301;GO:0000287;GO:0030955;GO:0004743;	A0A7S3V816	1	131567
Q8TBY0	GO:0005634;GO:0003729;GO:0003723;GO:0048255;GO:0001829;	A0A7S3V837	1	2759
C9J6Z1	N/A	A0A7S3VHA7	1	131567
C9JKA7	N/A	A0A7S3VHA7	1	131567
Q8N357	GO:0005829;GO:0070062;GO:0016021;GO:0043231;GO:0005765;GO:0016020;GO:0005739;GO:0005654;GO:0022857;GO:1901029;GO:0008284;	A0A7S3VHE2	1	131567
Q9BS91	GO:0030173;GO:0015165;GO:0008643;	A0A7S3VHE2	1	131567
H7C2Y1	GO:0061630;GO:0006511;	A0A7S3VMG9	1	2759
B3KY10	GO:0012505;GO:0006886;GO:0016192;	A0A7S3VNT0	1	2759
A4FU65	GO:0004379;GO:0006499;	A0A7S3VVG0	3	N/A
G3V3U8	GO:0016604;GO:0031965;GO:0005654;	A0A7S3W2Y1	1	131567
Q9Y2U9	GO:0031462;GO:0016604;GO:0031965;GO:0005654;GO:0005634;GO:1990756;GO:0043161;GO:0016567;GO:0140627;	A0A7S3W2Y1	1	131567
Q494U1	GO:0005856;GO:0031966;GO:0005739;GO:0005886;GO:1901612;GO:0070300;GO:1901981;GO:0001786;GO:0061158;GO:0043065;GO:0001666;	A0A7S3W362	1	2759
Q4ZG22	GO:0005096;GO:0046872;	A0A7S3WA45	1	131567
Q96T14	GO:0005096;GO:0046872;	A0A7S3WA45	1	131567
Q9H3X2	GO:0005096;GO:0046872;	A0A7S3WA45	1	131567
I3L4C5	N/A	A0A7S3WDQ3	1	2759
A0A087WSW1	GO:0005930;GO:0036126;GO:0060271;GO:0003341;	A0A7S3WN87	1	2759
Q5T0N1	N/A	A0A7S3WN87	1	2759
Q8ND60	GO:0034464;GO:1905515;	A0A7S3WS47	1	2759
O75031	GO:0005694;GO:0005829;GO:1990918;GO:0007144;GO:0007141;GO:0007283;GO:0006366;	A0A7S3WXM7	1	131567
Q6IAT7	GO:0005694;GO:1990918;GO:0007144;GO:0007141;GO:0007283;	A0A7S3WXM7	1	131567
A0PJJ9	GO:0016021;GO:0016746;GO:0036374;GO:0006751;	A0A7S3XCF6	1	131567
A4FU32	GO:0016021;GO:0016746;GO:0036374;GO:0006751;	A0A7S3XCF6	1	131567
A5D8W8	GO:0016021;GO:0016746;GO:0036374;GO:0006751;	A0A7S3XCF6	1	131567
Q9UJ14	GO:0016021;GO:0005886;GO:0036374;GO:0102953;GO:0103068;GO:0006750;GO:0006751;GO:1901750;GO:1902883;	A0A7S3XCF6	1	131567
C9J2Q2	GO:0005829;GO:0005739;GO:0043461;	A0A7S3XEK5	1	131567
Q8N5M1	GO:0005829;GO:0005739;GO:0016607;GO:0033615;GO:0043461;	A0A7S3XEK5	1	131567
A0A090HNM7	GO:0005634;GO:0004519;GO:0003697;GO:0006289;	A0A7S3XEL4	1	2759
B4DGQ2	GO:0005634;GO:0004519;GO:0003697;GO:0006289;	A0A7S3XEL4	1	2759
P28715	GO:0005694;GO:0005654;GO:0000109;GO:0005634;GO:0032991;GO:0000405;GO:0003684;GO:0003690;GO:0004520;GO:0004519;GO:0008047;GO:0046872;GO:0042803;GO:0047485;GO:0044877;GO:0000993;GO:0003697;GO:0006285;GO:0000724;GO:0043066;GO:0006289;GO:0006295;GO:0006296;GO:0050790;GO:0009411;GO:0010225;GO:0006283;GO:0009650;	A0A7S3XEL4	1	2759
B7WNT5	GO:0016604;GO:0005654;GO:0008013;GO:0003677;GO:0060070;GO:0006357;GO:0033153;	A0A7S3XFS0	1	131567
A8K690	GO:0030544;GO:0051879;GO:0006457;	A0A7S3XT11	2	131567
Q8N7A1	GO:0031466;GO:0005737;GO:0005829;GO:1990756;GO:0016567;GO:0140627;	A0A7S3XYB8	1	131567
Q9Y366	GO:0005814;GO:0005813;GO:0036064;GO:0097546;GO:0097542;GO:0005929;GO:0044292;GO:0030992;GO:0031514;GO:0032391;GO:0008022;GO:0060271;GO:0009953;GO:0042733;GO:0001947;GO:0035720;GO:0042073;GO:0043616;GO:0010839;GO:0001841;GO:1905515;GO:0070613;GO:0007224;	A0A7S3Y006	1	131567
A6NDV4	GO:0009986;GO:0005783;GO:0016021;GO:0005739;GO:0005634;GO:0005886;GO:0007160;GO:0007346;	A0A7S3Y220	1	2759
Q6MZT3	GO:0003723;GO:0006400;	A0A7S3Y2X1	1	2759
Q9NXG2	GO:0005654;GO:0003723;GO:0006400;	A0A7S3Y2X1	2	2759
A0A024R4X1	GO:0030659;GO:0005769;GO:0016301;GO:0030036;GO:0070836;GO:0016310;GO:0097320;	A0A7S3YB95	1	131567
Q9UNF0	GO:0005901;GO:0005911;GO:0005737;GO:0005856;GO:0005829;GO:0005769;GO:0005768;GO:0070062;GO:0019898;GO:0005925;GO:0098978;GO:0043231;GO:0016607;GO:0005886;GO:0055038;GO:0032587;GO:0045296;GO:0008092;GO:0042802;GO:0070300;GO:0005543;GO:0030036;GO:0070836;GO:0072584;GO:0048858;GO:0007010;GO:0050804;GO:0045806;GO:0097320;GO:0036010;GO:0030100;	A0A7S3YB95	2	131567
E9PS77	N/A	A0A7S3YEL0	3	N/A
Q8NCC3	GO:0070062;GO:0005576;GO:0005615;GO:0043231;GO:0005764;GO:0016020;GO:0005654;GO:0052740;GO:0016411;GO:0047499;GO:0004622;GO:0008374;GO:0102545;GO:0052739;GO:0008970;GO:0005543;GO:0008270;GO:0006672;GO:0006651;GO:0009062;GO:0006650;GO:0006629;GO:0034638;GO:0046470;GO:0046338;GO:0046471;GO:0006658;GO:0006644;	A0A7S3YER7	1	2759
A0A2R8YDJ1	N/A	A0A7S3YGR3	1	131567
A0A5K1VW60	GO:0005743;	A0A7S3YGR3	1	131567
H0YLG7	N/A	A0A7S3YGR3	1	131567
Q99766	GO:0005737;GO:0005743;GO:0045263;GO:0046872;GO:0015078;GO:0006754;GO:1902600;	A0A7S3YGR3	1	131567
D3DXI2	GO:0005524;GO:0004672;GO:0006468;	A0A7S3YLI1	3	2759
E9PKE0	N/A	A0A7S3YUQ7	1	2759
A0A384MTJ7	GO:0005829;GO:0005739;GO:0005654;GO:0016620;	A0A7S3YUU4	1	131567
A0A384NPN7	GO:0016620;GO:1903179;GO:1905627;	A0A7S3YUU4	1	131567
P00352	GO:0030424;GO:0005737;GO:0005829;GO:0070062;GO:0045202;GO:0106373;GO:0004029;GO:0019145;GO:0005497;GO:0018479;GO:0043878;GO:0005096;GO:0051287;GO:0001758;GO:0006081;GO:0110095;GO:0030392;GO:0009449;GO:0036438;GO:0120163;GO:0001523;GO:0042572;	A0A7S3YUU4	1	131567
P05091	GO:0070062;GO:0005759;GO:0005739;GO:0004029;GO:0004030;GO:0052689;GO:0009055;GO:0043878;GO:0051287;GO:0018547;GO:0008957;GO:0006066;GO:0046185;GO:0005975;GO:0006068;GO:1903179;GO:1905627;	A0A7S3YUU4	1	131567
P30837	GO:0005829;GO:0005759;GO:0005739;GO:0005654;GO:0004029;GO:0043878;GO:0051287;GO:0005975;GO:0006068;	A0A7S3YUU4	1	131567
Q53FB6	GO:0016620;	A0A7S3YUU4	1	131567
V9HVX6	GO:0016620;	A0A7S3YUU4	1	131567
V9HW83	GO:0005829;GO:0016620;	A0A7S3YUU4	1	131567
D6W5E6	GO:0003983;GO:0005978;GO:0006011;	A0A7S3YVT6	1	131567
H3BRQ8	GO:0010945;GO:0000287;GO:0030145;GO:0009132;	A0A7S3Z0G1	2	131567
Q16821	GO:0016021;GO:0000164;GO:2001069;GO:0008157;GO:0005977;GO:0005979;	A0A7S3Z2V9	1	131567
B4DFM2	N/A	A0A7S3Z5I8	1	131567
Q8IXV7	GO:0110070;GO:0005737;GO:0005829;GO:0045171;GO:0030496;GO:1902410;GO:0140014;GO:0098813;	A0A7S3Z5I8	1	131567
A0A1B1SMR9	GO:0005581;GO:0005788;	A0A7S3Z7C0	1	131567
P20849	N/A	A0A7S3Z7C0	2	131567
Q14993	N/A	A0A7S3Z7C0	1	131567
A4FU16	GO:0016021;GO:0005509;GO:0004252;	A0A7S3ZDY7	1	2759
O75783	GO:0005887;GO:0016020;GO:0004252;GO:0006508;GO:0007165;	A0A7S3ZDY7	1	2759
P58872	GO:0016021;GO:0005509;GO:0004252;GO:0006508;	A0A7S3ZDY7	1	2759
P48549	GO:0009897;GO:0099056;GO:0098688;GO:0005886;GO:0030315;GO:0008076;GO:0015467;GO:0086089;GO:1902282;GO:0098914;GO:1990573;GO:0006813;GO:0086091;GO:0034765;GO:0051602;GO:0099625;	A0A7S3ZM14	1	2759
Q92917	GO:0005654;GO:0005634;GO:0005681;GO:0003723;GO:0000398;	A0A7S3ZZQ1	1	131567
Q14025	GO:0005634;GO:0003677;GO:0006355;	A0A7S4A234	1	2759
Q708E6	GO:0005634;GO:0003677;GO:0006355;	A0A7S4A234	2	2759
Q708E8	GO:0005634;GO:0003677;GO:0006355;	A0A7S4A234	1	2759
Q86VH2	GO:0005929;GO:0005737;GO:0005576;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0060271;GO:0003351;GO:0051649;GO:0007018;GO:0021591;	A0A7S4A3P3	1	2759
