defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A0A2T3FW44	A0A2R8YDH3	0.8973	1.888e-23	1.8	0.5623	0.5378	74.51	86.09	DDX3X
A0A517ZL33	Q96PN8	0.8972	1.103e-13	1.59	0.8387	0.4057	93.56	74.1	TSSK3
L0L0B2	A0A590UKC5	0.8971	1.825e-11	1.62	0.6822	0.6641	83.16	96.22	SAE1
A0A517ZL33	Q86V86	0.8971	3.188e-17	1.47	0.6928	0.4006	84.47	74.1	PIM3
A0A810MZG8	Q8IV08	0.8971	7.014e-13	1.73	0.6131	0.5839	91.18	89.89	PLD3
A0A1P8U854	A0A2R8Y3M4	0.897	2.241e-20	1.24	0.348	0.6501	70.4	81.14	SPG7
L0GZM5	Q59FK2	0.8969	1.678e-11	0.61	0.6915	0.4489	70.05	95.15	
K9VHX1	B2REB0	0.8969	8.441e-45	2.33	0.758	0.4974	84.75	84.8	SACS
A0A109W5Q4	Q8N3J2	0.8968	2.896e-14	1.14	0.3616	0.7378	77.21	82.46	METTL4
A0A0Z8M843	O95747	0.8968	5.921e-24	1.42	0.5189	0.4183	76.55	80.86	OXSR1
R9RJ65	V9HW16	0.8968	5.082e-17	1.89	0.8024	0.3529	89.47	80.14	HEL-S-90
A0A127M5U3	A0A7P0TBC2	0.8968	1.721e-11	0.99	0.7225	0.5351	77.64	88.36	HSP90B1
A0A7W9D3C6	A0A024R445	0.8967	2.446e-22	0.78	0.3167	0.2075	85.32	83.61	BCS1L
A0A1X1TAW3	P38935	0.8967	5.114e-44	1.64	0.5063	0.4485	77.35	83.44	IGHMBP2
A0A4U8Z5F9	X5D2E5	0.8967	4.115e-21	1.46	0.5085	0.6151	69.22	79.27	CHD1L
K9VHX1	H0Y6M8	0.8966	8.441e-45	2.35	0.741	0.5379	83.87	84.8	SACS
A0A6G7J7G5	I3L4J1	0.8966	4.345e-17	2.0	0.5081	0.7178	78.96	89.94	
A0A250IWT1	Q6FGN1	0.8966	7.632e-18	1.48	0.8474	0.3754	94.81	53.22	PEX7
A0A1D7QX01	D7EZH4	0.8965	2.353e-18	1.13	0.6083	0.5203	68.28	74.39	
A0A1L6ZIH7	B2RAR3	0.8965	0.0	2.78	0.625	0.7609	92.51	91.78	QTRT1
A0A376FG80	D6RBJ9	0.8965	3.611e-10	0.43	0.7733	0.27	95.21	88.01	DCTD
A0A822VZF9	B8ZZI5	0.8965	2.836e-16	1.72	0.7678	0.333	88.24	80.58	STK16
A0A7W9D3C6	A8JZZ8	0.8965	2.446e-22	0.85	0.3166	0.2075	86.68	83.61	
A0A2I5KM74	A0JLT6	0.8965	7.12e-18	1.42	0.6207	0.352	81.63	80.99	PRKD2
A0A6S5KBZ7	C9JKD9	0.8964	5.875e-20	0.86	0.4803	0.2311	75.79	84.86	ABCG1
A0A2I5KM74	Q9BUD9	0.8964	4.617e-21	1.38	0.5555	0.4067	75.43	80.99	AAK1
A0A250IWT1	Q59G26	0.8964	1.592e-17	1.51	0.8505	0.3799	95.78	53.22	
A0A7W9D3C6	Q53EX1	0.8964	2.446e-22	0.77	0.3141	0.2063	84.93	83.61	
A0A3P1H1Q9	A0A384MTI6	0.8963	7.129e-32	1.86	0.3222	0.6862	84.15	81.04	
A0A3G9JPH8	B4E010	0.8963	6.751e-15	0.77	0.4986	0.3937	73.32	87.29	
A0A822VZF9	A8K6N9	0.8962	3.921e-26	1.56	0.5213	0.4152	79.56	80.58	
A0A3G6K670	B4DSC8	0.8962	3.11e-37	1.19	0.5561	0.3405	73.06	76.92	
A0A250IWT1	A0A087X0D8	0.8962	3.253e-15	0.92	0.8757	0.3739	85.38	53.22	WDR38
A0A517ZL33	P51817	0.8961	3.188e-17	1.71	0.6963	0.4389	88.6	74.1	PRKX
A0A858SQA6	B4DR21	0.8961	9.386e-16	1.32	0.3394	0.5496	82.9	88.19	
A0A1D7QX01	B4DLD8	0.8961	0.0	1.09	0.4728	0.5211	66.16	74.39	
A9WFD2	B4DEL6	0.8961	5.909e-11	0.95	0.3339	0.793	85.16	93.36	
A0A3P1H1Q9	P46459	0.896	7.129e-32	1.91	0.3224	0.6872	85.6	81.04	NSF
A0A5J5HTY5	B4DLM8	0.896	4.32e-18	1.56	0.2799	0.7509	71.39	90.64	
A0A822VZF9	P31751	0.896	5.65e-18	1.19	0.492	0.3611	82.27	80.58	AKT2
A0A0E3QWB4	E9PBT8	0.896	2.245e-16	0.69	0.5504	0.29	75.45	80.53	SUMF2
A0A3F2ZXH1	A0A0S2Z550	0.8959	5.114e-44	1.58	0.5615	0.4474	71.03	82.95	SETX
A0A376FG80	P32321	0.8959	3.611e-10	0.43	0.7623	0.2789	94.54	88.01	DCTD
G8X4N1	A0A7P0Z4C6	0.8958	1.72e-22	1.85	0.3543	0.6871	81.88	83.32	VCP
A0A250IWT1	O00628	0.8958	7.632e-18	1.52	0.847	0.3755	94.99	53.22	PEX7
A0A3P1H1Q9	B4DSK5	0.8957	7.129e-32	1.88	0.3389	0.6875	82.97	81.04	
A0A7D5LBC8	D6RC99	0.8956	8.018e-20	1.81	0.298	0.6587	78.63	93.51	GUCY1B1
A0A343TGU9	B7Z6G8	0.8956	9.539e-22	1.81	0.277	0.6577	79.31	91.96	
A0A1D3GZV9	Q86VD1	0.8956	5.404e-27	1.31	0.2258	0.7065	69.55	81.84	MORC1
A0A0K2E484	A0A024QZP7	0.8955	6.976e-13	1.29	0.7778	0.3652	88.34	79.77	CDK1
A0A2R3QW93	Q9NPP9	0.8955	1.71e-21	1.16	0.6664	0.2564	74.3	76.68	
A0A518DYC1	O43464	0.8954	7.192e-16	0.96	0.4116	0.4719	74.45	85.88	HTRA2
A0A0E3QWB4	B4DQ27	0.8954	2.245e-16	0.69	0.556	0.2943	74.01	80.53	
A0A116MDM6	P11801	0.8954	2.842e-22	1.36	0.5608	0.3693	74.63	80.78	PSKH1
L0L0M6	P51841	0.8954	1.295e-17	1.66	0.1665	0.6986	82.06	94.81	GUCY2F
A0A250IWT1	A0A140VJJ8	0.8953	1.592e-17	1.52	0.821	0.3806	96.6	53.22	
A0A6G7VQG1	A8K1T6	0.8953	2.896e-14	1.26	0.3616	0.7609	75.21	84.32	
A0A7T3E6V9	A8KA05	0.8952	6.165e-36	2.33	0.4146	0.6767	90.78	87.69	EIF2C3
A0A250IWT1	P62873	0.8952	1.592e-17	1.54	0.8218	0.3814	97.06	53.22	GNB1
A0A2M9H3T4	A0A0C4DG51	0.8952	6.078e-17	1.71	0.4182	0.7715	68.21	90.38	PNPLA8
A0A4U8Z5F9	Q92698	0.8952	7.444e-15	1.58	0.6074	0.6175	80.37	79.27	RAD54L
A0A822VZF9	Q9Y243	0.8951	5.65e-18	1.23	0.4938	0.361	82.07	80.58	AKT3
A0A0Y6UFV9	A0A669KBB4	0.8951	0.0	1.59	0.4687	0.4839	70.71	86.31	MLH1
A0A5P3ATL0	O60256	0.8949	2.645e-14	0.75	0.32	0.4889	87.36	79.42	PRPSAP2
A0A0K1P5Q4	Q6N017	0.8949	4.44e-18	2.22	0.4434	0.7793	83.01	91.06	ABCA5
A0A250IWT1	C9JXA5	0.8948	1.592e-17	1.25	0.7933	0.2761	96.43	53.22	GNB2
I0AFM5	B7Z2X2	0.8945	6.874e-26	1.44	0.3549	0.5482	66.24	90.08	
A0A250IWT1	P16520	0.8945	1.592e-17	1.57	0.8199	0.381	97.18	53.22	GNB3
A0A4D7JUH4	B3KU69	0.8944	3.457e-16	1.31	0.3823	0.5484	75.5	88.62	
A0A1D7QX01	B4DR07	0.8943	1.035e-31	1.14	0.4345	0.5211	68.14	74.39	
A0A250IWT1	F1T0G4	0.8943	1.592e-17	1.55	0.8207	0.3812	96.18	53.22	GNB3
A0A822VZF9	Q15831	0.8943	4.489e-30	1.58	0.5434	0.3631	78.79	80.58	STK11
A0A250IWT1	P62879	0.8943	1.592e-17	1.57	0.8199	0.3809	96.9	53.22	GNB2
A0A4P8XGJ0	Q9H4L7	0.8942	0.0	1.15	0.461	0.5131	67.09	73.83	SMARCAD1
A0A3G9JPH8	B4E047	0.8942	9.268e-12	0.96	0.7668	0.263	87.14	87.29	
A0A250IWT1	A0A2L0WW42	0.8942	1.592e-17	1.58	0.8198	0.381	97.11	53.22	GNB1
K9VHX1	A0A804HKB3	0.8942	8.441e-45	2.27	0.7217	0.5215	79.16	84.8	SACS
A0A5V8MYV7	Q9HCE1	0.8941	6.423e-16	1.77	0.46	0.6294	81.08	88.4	MOV10
A0A4U8Z5F9	Q86UA8	0.894	8.266e-19	1.61	0.4772	0.6169	76.08	79.27	SMARCA1
I0AFM5	P54132	0.8939	1.934e-26	1.19	0.2796	0.5827	60.54	90.08	BLM
A0A250IWT1	F1T0G5	0.8939	1.592e-17	1.56	0.8204	0.3811	96.09	53.22	GNB3
U3A0C6	Q02108	0.8939	3.839e-18	1.4	0.2477	0.5231	77.45	93.8	GUCY1A1
A0A3E3EC96	J3KRZ1	0.8939	1.185e-9	0.53	0.9021	0.2955	92.71	85.92	DDX5
A0A2C9CA92	Q7KZ41	0.8938	3.911e-18	2.04	0.2257	0.8015	85.75	91.75	
A0A250IWT1	B2R6K4	0.8938	1.592e-17	1.58	0.8198	0.381	96.67	53.22	
A0A822VZF9	B7Z3V9	0.8938	5.65e-18	1.25	0.4604	0.3591	83.26	80.58	
R9RJ65	O00141	0.8938	5.65e-18	1.31	0.5441	0.36	79.75	80.14	SGK1
A0A250IWT1	Q6FHM2	0.8937	1.592e-17	1.57	0.8201	0.381	96.2	53.22	GNB2
A0A3G6K670	B4DK35	0.8937	3.11e-37	1.23	0.4815	0.395	72.26	76.92	
A0A3G6K670	A0A0C4DGA6	0.8937	5.731e-35	0.82	0.4489	0.387	64.55	76.92	HLTF
A0A2T3FW44	Q7Z4W0	0.8937	4.042e-13	1.45	0.6506	0.5642	77.98	86.09	
A0A858SQA6	A2RQD9	0.8936	2.163e-11	1.08	0.6206	0.4196	91.32	88.19	PCSK6
A0A822VZF9	K7EL10	0.8936	4.11e-15	1.39	0.756	0.2417	84.72	80.58	PKN1
A0A1D9PCU6	K7EIJ1	0.8935	4.978e-13	0.97	0.4876	0.3304	86.24	91.14	ELAC1
A0A3T0KX20	B3KRG2	0.8935	3.285e-21	1.35	0.4115	0.346	77.61	87.55	
A0A2C9CA92	O00370	0.8934	3.911e-18	2.05	0.2114	0.8017	86.58	91.75	
A0A1I7JXK9	Q9UF71	0.8933	1.485e-20	1.62	0.6802	0.3746	76.81	77.73	DKFZp434J1672
A0A517ZL33	Q15759	0.8932	4.426e-16	1.62	0.6501	0.4169	89.67	74.1	MAPK11
A0A2Z5TNJ9	B3KSH7	0.8931	1.131e-17	1.32	0.5996	0.3645	75.97	80.1	
U3A0C6	B7Z2C7	0.8931	4.556e-21	1.58	0.1826	0.5374	80.9	93.8	
A0A1D7QX01	P28370	0.8931	2.353e-18	1.12	0.4498	0.5089	74.75	74.39	SMARCA1
R9RJ65	Q15208	0.8931	5.65e-18	1.45	0.5173	0.3699	84.26	80.14	STK38
B0N6M2	A0A140TA18	0.8931	5.986e-18	1.93	0.8041	0.397	74.87	85.91	DDX39B
L0L0B2	A0A3R5W301	0.893	8.898e-11	0.96	0.2777	0.8569	79.97	96.22	
A0A2N8KEQ4	Q15645	0.8929	7.331e-12	2.01	0.6258	0.8659	86.7	88.57	TRIP13
R9RJ65	B7Z1G1	0.8928	2.29e-13	1.12	0.6456	0.2899	89.98	80.14	
A0A5P3ATL0	B4DP31	0.8928	5.333e-23	1.68	0.3828	0.4629	88.05	79.42	PRPSAP1
A0A250IWT1	E9PCP0	0.8926	1.592e-17	1.61	0.8191	0.3797	96.19	53.22	GNB3
A0A2C9CA92	O00362	0.8925	3.911e-18	2.03	0.2113	0.8004	84.65	91.75	
C0Q9M2	F8VR31	0.8925	1.867e-27	0.89	0.3124	0.252	77.09	83.41	DNA2
A0A411PGA5	B4DN03	0.8924	1.577e-9	1.1	0.6391	0.813	84.24	90.32	PRNPIP
A0A016BYX3	O43402	0.8924	9.103e-15	2.31	0.5411	0.7009	91.29	93.67	EMC8
A0A517ZL33	P11309	0.8924	3.188e-17	1.86	0.7275	0.4053	89.43	74.1	PIM1
A0A822VZF9	A0A0U4CQG9	0.8924	5.65e-18	1.23	0.4922	0.3612	78.49	80.58	AKT2
A0A2T3FW44	Q7Z4X3	0.8923	4.042e-13	1.38	0.616	0.5702	75.85	86.09	
A0A822VZF9	A0A494C1M6	0.8923	3.808e-23	1.76	0.4322	0.3778	91.5	80.58	TBK1
T0R4B7	Q14149	0.8923	7.622e-15	0.86	0.3316	0.5966	71.19	83.93	MORC3
A0A517ZL33	Q86XZ8	0.8923	3.799e-23	1.84	0.5332	0.4523	89.3	74.1	CDC42BPB
A0A250IWT1	A0A6Q8PFE0	0.8922	1.592e-17	1.49	0.8044	0.3378	95.38	53.22	GNB4
A0A517ZL33	O14965	0.8922	2.669e-27	1.55	0.595	0.4152	75.03	74.1	AURKA
A0A517ZL33	A0A5F9ZHY2	0.8921	3.758e-25	1.99	0.683	0.4376	84.84	74.1	CAMK2A
A0A089LR48	A0A590UK51	0.8921	5.874e-12	1.07	0.3263	0.7801	78.67	88.78	PLA2G6
A0A2C9CA92	O00375	0.892	3.911e-18	2.04	0.2115	0.8018	84.32	91.75	
A0A1D7QX01	A8K9Y5	0.892	5.848e-28	1.11	0.4576	0.5207	63.3	74.39	
A0A0K2E484	A0A0S2Z4D1	0.892	4.489e-30	1.66	0.5566	0.3726	77.74	79.77	STK11
A0A517ZL33	C9JIG9	0.892	1.244e-21	1.39	0.5808	0.4703	70.23	74.1	OXSR1
A0A2T3FW44	A0A087WXU8	0.8919	4.042e-13	1.38	0.6107	0.564	76.02	86.09	DDX24
A0A1D7QX01	A0A087WSW7	0.8919	2.322e-20	1.36	0.6079	0.4702	68.53	74.39	HELLS
A0A2C9CA92	O00378	0.8918	3.911e-18	2.05	0.2114	0.8012	84.47	91.75	
A0A250IWT1	H7C5J5	0.8918	1.592e-17	1.25	0.7734	0.2624	94.61	53.22	GNB4
L0L0B2	C9J5W5	0.8918	1.629e-8	0.6	0.8594	0.4053	95.96	96.22	UBA5
A0A517ZL33	P0C263	0.8917	2.791e-17	1.71	0.6377	0.3917	89.58	74.1	SBK2
A0A1D7QX01	B4DZC0	0.8917	2.353e-18	1.19	0.4647	0.5034	74.18	74.39	
A0A4Y6RC84	A0A0A0MSH9	0.8917	6.492e-20	1.19	0.5421	0.3658	69.17	80.52	CHD1L
A0A2C9CA92	O00366	0.8917	3.911e-18	2.05	0.2114	0.801	84.34	91.75	
A0A250IWT1	A0A6Q8PFT2	0.8916	1.568e-16	1.38	0.8237	0.3848	89.68	53.22	PAFAH1B1
R9RJ65	D6RHX8	0.8916	5.436e-16	1.53	0.4919	0.3579	93.22	80.14	GRK6
A0A2C9CA92	V9GZR9	0.8915	3.911e-18	2.06	0.2114	0.8012	84.51	91.75	
A0A822VZF9	Q9HBS3	0.8914	4.489e-30	1.67	0.5427	0.3634	78.03	80.58	
A0A517ZL33	B2R6Z3	0.8914	2.669e-27	1.54	0.5928	0.4138	73.91	74.1	
A0A0Z8HCP9	Q5H9N4	0.8913	4.889e-15	1.71	0.7528	0.3605	85.26	80.32	DKFZp686L20222
A0A7D5LBC8	Q02153	0.8913	8.521e-16	1.84	0.2855	0.6545	85.39	93.51	GUCY1B1
A0A2X1XYZ4	Q6IAN5	0.8912	6.258e-12	1.72	0.5069	0.8303	78.54	92.78	TREX1
A0A5V8MYV7	Q5JR04	0.8912	6.423e-16	1.85	0.4901	0.6343	77.93	88.4	MOV10
A0A3P1H1Q9	B7Z5J7	0.8912	7.129e-32	2.04	0.3267	0.6927	83.97	81.04	
A0A562WD58	Q96BZ4	0.8912	7.014e-13	1.82	0.5879	0.5945	86.24	91.26	PLD4
A0A1H3JH09	O60733	0.8911	3.567e-11	1.2	0.3377	0.7802	86.14	90.48	PLA2G6
A0A7G9RIY6	A2RU29	0.891	4.358e-15	0.8	0.3177	0.6369	68.05	81.04	MORC3
A0A2C9CA92	O00368	0.891	3.911e-18	2.07	0.2114	0.8009	84.33	91.75	
A0A822VZF9	Q53H78	0.8909	3.921e-26	1.62	0.4874	0.4038	77.56	80.58	
A0A250IWT1	Q8NC90	0.8909	3.788e-15	1.19	0.8709	0.2884	91.73	53.22	
L0L0B2	E7EWE1	0.8909	2.016e-8	1.09	0.6394	0.8983	89.82	96.22	UBA5
A0A2Z5TNJ9	B5BU16	0.8908	8.892e-25	1.95	0.7091	0.3681	78.48	80.1	MAP2K6
A0A2C9CA92	Q8TE30	0.8908	3.911e-18	2.06	0.2114	0.8011	83.59	91.75	
A0A2C9CA92	O00363	0.8908	3.911e-18	2.09	0.2112	0.7996	84.94	91.75	
A0A562WD58	B4DI07	0.8907	7.014e-13	1.8	0.5878	0.5944	84.81	91.26	
B0SQF3	B3KXF3	0.8907	9.47e-19	2.17	0.4847	0.7481	78.84	85.15	
A0A172ZJL0	Q7Z7L1	0.8907	2.929e-53	2.01	0.4399	0.5851	86.64	75.6	SLFN11
Q82S41	O94761	0.8906	4.026e-19	1.61	0.3758	0.6327	67.39	88.53	RECQL4
A0A2M9H3T4	A8K460	0.8906	3.567e-11	1.24	0.3601	0.7772	85.41	90.38	
A0A250IWT1	Q69YK8	0.8906	3.253e-15	0.96	0.8094	0.3135	87.34	53.22	DKFZp762M0115
A0A250IWT1	Q8NBT0	0.8905	4.604e-22	1.31	0.6936	0.3803	84.71	53.22	POC1A
A0A1C7AF35	Q7Z3Z4	0.8905	2.303e-33	2.46	0.42	0.7283	85.23	89.75	PIWIL4
A0A822VZF9	A0A075B7B4	0.8905	3.808e-23	1.73	0.3935	0.3896	89.76	80.58	IKBKE
A0A4U8Z5F9	A0A0D9SEP7	0.8905	1.001e-44	1.47	0.4475	0.4305	72.7	79.27	CHD2
A0A7G9RIY6	Q4VBZ9	0.8904	4.358e-15	0.85	0.3186	0.6384	68.26	81.04	MORC3
A0A1D7QX01	A0A2R8YF58	0.8903	3.11e-37	1.19	0.4182	0.4842	67.33	74.39	SMARCA4
A0A822VZF9	O94921	0.8902	7.851e-32	1.46	0.513	0.3701	70.7	80.58	CDK14
A0A250IWT1	A0A6Q8PFW8	0.8902	1.592e-17	1.26	0.7658	0.2625	93.33	53.22	GNB4
A0A250IWT1	B2RDV4	0.8901	1.524e-20	1.0	0.6801	0.3329	81.42	53.22	
A0A7D5LBC8	B2RCP1	0.8901	8.521e-16	1.88	0.2858	0.655	85.29	93.51	
R9RJ65	A6YR18	0.8901	4.489e-30	1.71	0.5443	0.3644	77.97	80.14	
A0A1E3MBE1	O75367	0.89	3.058e-16	1.85	0.4422	0.5545	82.88	89.27	MACROH2A1
A0A822VZF9	Q8WTQ7	0.89	5.436e-16	1.38	0.4266	0.3585	90.22	80.58	GRK7
A0A1D3L155	Q92900	0.89	2.803e-24	1.63	0.4441	0.5875	72.76	76.06	UPF1
A0A517ZL33	F8WCQ3	0.89	2.711e-13	1.31	0.7651	0.2668	91.67	74.1	DAPK1
A0A2Z5TNJ9	P52564	0.89	8.892e-25	1.98	0.703	0.3657	79.2	80.1	MAP2K6
A0A6G7VQR1	A0A1W2PQV3	0.8899	0.0	2.79	0.6165	0.618	91.44	94.67	GLDC
A0A250IWT1	Q71UM6	0.8899	6.743e-13	1.04	0.9327	0.2644	96.82	53.22	
A0A2C9CA92	G8I2S9	0.8899	3.911e-18	2.06	0.2115	0.8021	82.27	91.75	
A0A075LL53	Q8TE76	0.8898	4.358e-15	0.81	0.3372	0.6085	67.78	80.65	MORC4
A0A1D3L155	A0A024R7L5	0.8898	2.803e-24	1.61	0.448	0.5874	71.54	76.06	UPF1
A0A3P1H1Q9	I3L0N3	0.8898	7.129e-32	2.07	0.3258	0.6898	83.63	81.04	NSF
G2LKY9	B4DEM8	0.8897	0.0	1.2	0.3692	0.3067	63.02	93.14	
A0A562WD58	B4DJQ6	0.8897	7.014e-13	1.81	0.5818	0.596	84.2	91.26	
A0A2J0PL81	B3KX98	0.8897	0.0	1.14	0.3443	0.2855	79.78	77.83	
A0A1D7QX01	O60264	0.8897	2.353e-18	1.22	0.4364	0.4982	74.57	74.39	SMARCA5
A0A1D7QX01	B7ZLQ5	0.8896	2.353e-18	1.08	0.4334	0.5029	70.54	74.39	SMARCA1
A0A0D0F9E8	B4DH19	0.8895	5.315e-34	2.2	0.3831	0.6498	83.07	85.6	NSF
A0A3P1H1Q9	A0A7I2V540	0.8895	1.968e-17	1.96	0.3429	0.7804	82.65	81.04	VCP
A0A5B8SRN6	B7Z4Y7	0.8894	1.917e-15	1.72	0.3327	0.637	76.62	94.64	
A0A089LR48	B3KU52	0.8894	5.874e-12	1.45	0.3975	0.7817	81.12	88.78	
B0N6M2	B4DIZ8	0.8894	5.986e-18	1.1	0.6438	0.2793	61.1	85.91	
A0A822VZF9	M0R0P9	0.8893	2.135e-17	1.25	0.5339	0.3682	73.18	80.58	AKT2
A0A2C9CA92	O00360	0.8893	3.911e-18	2.12	0.2112	0.7996	84.29	91.75	
A0A250IWT1	B3KVK2	0.8892	6.743e-13	1.15	0.9265	0.3021	96.67	53.22	GNB1
A0A822VZF9	C9J338	0.8892	8.798e-16	1.47	0.682	0.3752	74.67	80.58	TNIK
A0A517MUB1	P20594	0.8892	1.295e-17	1.46	0.1762	0.6092	83.58	83.7	NPR2
A0A0K2E484	B4DWB2	0.8892	5.436e-16	1.47	0.4827	0.3584	89.08	79.77	
A0A7Z2ZN36	B4DID1	0.8891	1.648e-14	1.52	0.2245	0.6858	77.28	94.92	
A0A0Z8HCP9	G3V5T9	0.8891	4.889e-15	1.57	0.6755	0.3657	82.26	80.32	CDK2
A0A1D7QX01	A0A0A0MRP6	0.889	2.353e-18	1.21	0.4455	0.5117	71.9	74.39	SMARCA1
A6TQR8	E9PKD5	0.889	2.478e-21	1.63	0.4476	0.3885	78.25	84.54	PSMC3
A0A822VZF9	E9PMM7	0.8889	4.356e-11	0.89	0.8961	0.1632	89.92	80.58	RPS6KA1
A0A517ZL33	L7RSM2	0.8889	4.426e-16	1.73	0.6434	0.4099	88.76	74.1	MAPK14
A0A7I7TXH2	A8K5H7	0.8889	4.32e-18	1.79	0.3276	0.7043	72.38	88.38	
A0A3G6K670	A0A2R8YDA1	0.8889	3.11e-37	1.3	0.4666	0.3916	69.01	76.92	SMARCA4
A0A2N3Y6Y3	P55072	0.8888	9.668e-15	1.77	0.2923	0.7235	82.59	89.73	VCP
A0A1H5YYX4	Q6PL18	0.8888	1.735e-20	1.54	0.1805	0.7857	61.54	90.3	ATAD2
A0A250IWT1	J3QT28	0.8887	4.871e-16	1.6	0.8607	0.3299	95.75	53.22	BUB3
A0A2C9CA92	V9H0D0	0.8886	3.911e-18	2.09	0.2113	0.8005	81.92	91.75	
A0A250IWT1	A0A6Q8PFV8	0.8886	1.592e-17	1.57	0.7838	0.3464	94.02	53.22	GNB4
A0A822VZF9	P51955	0.8886	4.314e-16	1.48	0.5822	0.3996	78.05	80.58	NEK2
A0A0M4NYB9	Q9ULW3	0.8886	9.534e-13	0.24	0.2915	0.3591	77.01	92.24	ABT1
A0A3G2V6N3	A0A140VKG8	0.8886	2.303e-33	2.37	0.4135	0.6985	82.86	87.51	PIWIL4
A0A0K2E484	Q15835	0.8885	5.436e-16	1.46	0.4244	0.3635	91.28	79.77	GRK1
A0A4D7JUH4	B4DU06	0.8885	6.068e-24	1.84	0.3018	0.505	81.01	88.62	
A0A822VZF9	Q09013	0.8885	7.401e-20	1.38	0.4108	0.3907	77.64	80.58	DMPK
A0A1L5JQK1	A0A7P0T8A3	0.8885	1.968e-17	1.93	0.3242	0.7164	82.36	84.36	VCP
A0A016BYX3	Q53Y03	0.8884	9.103e-15	2.37	0.5429	0.7038	88.53	93.67	COX4NB
A0A2M9H3T4	Q9NP80	0.8884	6.078e-17	1.89	0.3658	0.8105	66.86	90.38	PNPLA8
A0A250IWT1	J3KPE3	0.8884	3.788e-15	1.24	0.8712	0.3247	87.26	53.22	RACK1
A0A822VZF9	H0Y6G2	0.8883	3.921e-26	1.55	0.4538	0.4056	73.87	80.58	CAMK2G
A9WFD2	A0A386HW12	0.8883	8.601e-11	0.91	0.3545	0.8484	70.53	93.36	FAM83H
F0SEA5	B7Z2Z9	0.8882	4.547e-8	1.3	0.8137	0.7481	96.72	97.13	
A0A517ZL33	B5BTY5	0.8882	2.791e-17	1.87	0.6423	0.415	89.17	74.1	MAPK13
A0A116MDM6	O75271	0.8882	1.131e-17	1.27	0.5241	0.3712	71.82	80.78	
U3A0C6	B3KVJ0	0.8881	4.22e-20	1.57	0.1613	0.5373	76.49	93.8	
E3I077	O00549	0.8881	4.058e-13	1.86	0.381	0.7154	89.4	89.56	
A0A822VZF9	Q9NWZ3	0.8881	1.525e-22	1.71	0.4776	0.3407	83.93	80.58	IRAK4
R9RJ65	P43250	0.888	5.436e-16	1.41	0.4111	0.359	89.88	80.14	GRK6
A0A2Z5TNJ9	B4E125	0.888	1.131e-17	1.37	0.4813	0.3658	78.47	80.1	
A0A517ZL33	P36507	0.888	3.715e-18	1.69	0.6088	0.4228	81.64	74.1	MAP2K2
A0A1L5JQK1	A0A7P0T8Q5	0.888	1.968e-17	1.93	0.3243	0.7121	81.92	84.36	VCP
A0A4P8XGJ0	B4E0F1	0.888	3.11e-37	1.44	0.4715	0.4307	72.22	73.83	
A0A518G7R2	Q5JAM2	0.888	1.407e-14	2.09	0.4793	0.7488	77.19	93.7	ALAS1
U5W584	F5H2B5	0.8878	7.014e-13	1.8	0.5885	0.5863	84.29	88.42	PLD4
A0A822VZF9	P05771	0.8878	2.135e-17	1.31	0.3548	0.3583	85.52	80.58	PRKCB
A0A2K4WBX1	Q6P712	0.8878	6.938e-17	1.72	0.7936	0.1602	86.61	78.49	SMC2
R9RJ65	P17252	0.8877	2.135e-17	1.33	0.3545	0.3586	86.38	80.14	PRKCA
A0A4P8XGJ0	Q9NRZ9	0.8877	2.322e-20	1.42	0.5377	0.4943	68.41	73.83	HELLS
A0A250IWT1	A0A0C4DGX6	0.8877	1.486e-16	1.06	0.7667	0.2598	87.38	53.22	WDR86
A0A3G9JPH8	B4DKP9	0.8877	4.378e-13	1.0	0.7462	0.2955	67.76	87.29	
A0A089LR48	A0A590UJC7	0.8877	5.874e-12	1.49	0.3507	0.7809	83.4	88.78	PLA2G6
A0A822VZF9	Q14164	0.8877	3.808e-23	1.74	0.3622	0.3885	88.57	80.58	IKBKE
A0A1L5JQK1	C9JUP7	0.8876	1.968e-17	1.93	0.3209	0.711	81.75	84.36	VCP
A0A0X3BIU8	Q59F09	0.8875	0.0	2.03	0.532	0.5968	72.61	79.36	
A0A822VZF9	Q69FE3	0.8875	1.525e-22	1.7	0.4773	0.3405	82.86	80.58	IRAK4
A0A518DYC1	Q05DJ8	0.8875	7.192e-16	1.68	0.4708	0.5238	78.04	85.88	HTRA1
A0A2D1TV21	Q9UHL0	0.8875	1.021e-17	1.72	0.5709	0.3649	80.8	82.75	DDX25
A0A116MDM6	Q9BWF9	0.8875	7.837e-14	1.4	0.6487	0.2911	87.21	80.78	PCTK3
A0A0K2E484	Q9NY57	0.8874	4.706e-19	1.81	0.5576	0.3595	85.4	79.77	STK32B
R9RJ65	Q15523	0.8874	1.131e-17	1.32	0.4918	0.3596	75.86	80.14	
R9RJ65	Q5Y191	0.8874	5.082e-17	1.95	0.7249	0.3521	84.63	80.14	AURKC
A0A1Q2CWK5	B3KY11	0.8873	2.734e-20	2.29	0.3507	0.833	76.34	89.43	
A0A0Z8M843	F8WAK5	0.8872	3.264e-21	1.14	0.5249	0.2702	67.4	80.86	STK33
